Time,leftPos,leftSpeed,rightPos,rightSpeed
20,0,0,0,0
00010.08,928101.0,2356.0,-937294.0,-2352.0,
000010.1,928595.0,2355.0,-937756.0,-2380.0,
00010.12,929080.0,2357.0,-938225.0,-2401.0,
00010.14,929577.0,2358.0,-938696.0,-2411.0,
00010.16,929968.0,2360.0,-939157.0,-2406.0,
00010.18,930462.0,2362.0,-939615.0,-2386.0,
000010.2,930952.0,2362.0,-940104.0,-2359.0,
00010.22,931443.0,2361.0,-940608.0,-2340.0,
00010.24,931933.0,2359.0,-941101.0,-2345.0,
00010.26,932324.0,2359.0,-941563.0,-2367.0,
00010.28,932819.0,2357.0,-942028.0,-2390.0,
000010.3,933304.0,2357.0,-942495.0,-2402.0,
00010.32,933794.0,2355.0,-942955.0,-2404.0,
00010.34,934287.0,2353.0,-943413.0,-2389.0,
00010.36,934773.0,2352.0,-943876.0,-2362.0,
00010.38,935162.0,2351.0,-944375.0,-2334.0,
000010.4,935651.0,2350.0,-944886.0,-2324.0,
00010.42,936144.0,2349.0,-945356.0,-2340.0,
00010.44,936630.0,2348.0,-945819.0,-2367.0,
00010.46,937122.0,2347.0,-946284.0,-2391.0,
00010.48,937611.0,2347.0,-946757.0,-2402.0,
000010.5,938004.0,2348.0,-947215.0,-2400.0,
00010.52,938492.0,2350.0,-947673.0,-2382.0,
00010.54,938980.0,2351.0,-948143.0,-2356.0,
00010.56,939456.0,2350.0,-948643.0,-2332.0,
00010.58,939935.0,2347.0,-949127.0,-2329.0,
000010.6,940320.0,2340.0,-949577.0,-2342.0,
00010.62,940792.0,2331.0,-950004.0,-2356.0,
00010.64,941253.0,2318.0,-950421.0,-2357.0,
00010.66,941686.0,2305.0,-950831.0,-2336.0,
00010.68,942113.0,2281.0,-951223.0,-2291.0,
000010.7,942528.0,2247.0,-951615.0,-2221.0,
00010.72,942855.0,2200.0,-952001.0,-2141.0,
00010.74,943262.0,2147.0,-952420.0,-2069.0,
00010.76,943661.0,2090.0,-952852.0,-2025.0,
00010.78,944062.0,2037.0,-953240.0,-2008.0,
000010.8,944466.0,1995.0,-953622.0,-2008.0,
00010.82,944783.0,1966.0,-953998.0,-2011.0,
00010.84,945260.0,1945.0,-954367.0,-2009.0,
00010.86,945568.0,1932.0,-954738.0,-1992.0,
00010.88,945959.0,1922.0,-955114.0,-1958.0,
000010.9,946346.0,1911.0,-955475.0,-1918.0,
00010.92,946738.0,1900.0,-955840.0,-1883.0,
00010.94,947053.0,1888.0,-956227.0,-1861.0,
00010.96,947441.0,1880.0,-956627.0,-1854.0,
00010.98,947831.0,1875.0,-957056.0,-1859.0,
000011.0,948224.0,1873.0,-957448.0,-1884.0,
00011.02,948621.0,1873.0,-957844.0,-1920.0,
00011.04,949023.0,1876.0,-958230.0,-1957.0,
00011.06,949345.0,1881.0,-958623.0,-1984.0,
00011.08,949744.0,1890.0,-959017.0,-1997.0,
000011.1,950151.0,1899.0,-959404.0,-1991.0,
00011.12,950558.0,1911.0,-959790.0,-1977.0,
00011.14,950966.0,1921.0,-960177.0,-1961.0,
00011.16,951373.0,1931.0,-960586.0,-1952.0,
00011.18,951694.0,1939.0,-961016.0,-1952.0,
000011.2,952104.0,1945.0,-961417.0,-1963.0,
00011.22,952510.0,1949.0,-961811.0,-1982.0,
00011.24,952916.0,1951.0,-962195.0,-2002.0,
00011.26,953324.0,1952.0,-962584.0,-2014.0,
00011.28,953640.0,1951.0,-962970.0,-2013.0,
000011.3,954042.0,1950.0,-963355.0,-1998.0,
00011.32,954447.0,1947.0,-963729.0,-1973.0,
00011.34,954846.0,1942.0,-964108.0,-1948.0,
00011.36,955251.0,1937.0,-964500.0,-1929.0,
00011.38,955567.0,1933.0,-964918.0,-1919.0,
000011.4,955965.0,1930.0,-965345.0,-1922.0,
00011.42,956368.0,1927.0,-965723.0,-1941.0,
00011.44,956770.0,1925.0,-966111.0,-1965.0,
00011.46,957168.0,1923.0,-966491.0,-1986.0,
00011.48,957572.0,1922.0,-966880.0,-1993.0,
000011.5,957888.0,1922.0,-967264.0,-1988.0,
00011.52,958292.0,1922.0,-967643.0,-1968.0,
00011.54,958695.0,1922.0,-968023.0,-1944.0,
00011.56,959101.0,1923.0,-968406.0,-1924.0,
00011.58,959501.0,1925.0,-968811.0,-1916.0,
000011.6,959820.0,1927.0,-969235.0,-1917.0,
00011.62,960225.0,1929.0,-969633.0,-1930.0,
00011.64,960633.0,1931.0,-970023.0,-1953.0,
00011.66,961036.0,1932.0,-970408.0,-1977.0,
00011.68,961446.0,1934.0,-970795.0,-1993.0,
000011.7,961846.0,1937.0,-971183.0,-1995.0,
00011.72,962177.0,1941.0,-971566.0,-1984.0,
00011.74,962584.0,1945.0,-971943.0,-1964.0,
00011.76,962990.0,1949.0,-972327.0,-1942.0,
00011.78,963396.0,1951.0,-972728.0,-1927.0,
000011.8,963805.0,1952.0,-973144.0,-1924.0,
00011.82,964129.0,1952.0,-973553.0,-1931.0,
00011.84,964539.0,1953.0,-973951.0,-1951.0,
00011.86,964944.0,1954.0,-974336.0,-1974.0,
00011.88,965350.0,1954.0,-974719.0,-1995.0,
000011.9,965756.0,1954.0,-975102.0,-2001.0,
00011.92,966152.0,1954.0,-975480.0,-1992.0,
00011.94,966475.0,1951.0,-975855.0,-1968.0,
00011.96,966950.0,1945.0,-976222.0,-1941.0,
00011.98,967267.0,1938.0,-976602.0,-1913.0,
000012.0,967657.0,1930.0,-976985.0,-1897.0,
00012.02,968039.0,1920.0,-977388.0,-1886.0,
00012.04,968425.0,1908.0,-977771.0,-1888.0,
00012.06,968730.0,1894.0,-978139.0,-1896.0,
00012.08,969108.0,1880.0,-978495.0,-1907.0,
000012.1,969478.0,1864.0,-978845.0,-1908.0,
00012.12,969846.0,1847.0,-979199.0,-1895.0,
00012.14,970198.0,1831.0,-979547.0,-1865.0,
00012.16,970486.0,1811.0,-979890.0,-1829.0,
00012.18,970841.0,1789.0,-980223.0,-1792.0,
000012.2,971193.0,1765.0,-980560.0,-1762.0,
00012.22,971544.0,1743.0,-980912.0,-1739.0,
00012.26,972226.0,1707.0,-981641.0,-1718.0,
00012.28,972575.0,1692.0,-981986.0,-1726.0,
000012.3,972852.0,1679.0,-982321.0,-1739.0,
00012.32,973198.0,1668.0,-982653.0,-1752.0,
00012.34,973541.0,1660.0,-982989.0,-1754.0,
00012.36,973895.0,1657.0,-983326.0,-1745.0,
00012.38,974176.0,1658.0,-983667.0,-1722.0,
000012.4,974536.0,1663.0,-984003.0,-1701.0,
00012.42,974899.0,1672.0,-984340.0,-1686.0,
00012.44,975261.0,1684.0,-984689.0,-1683.0,
00012.46,975629.0,1698.0,-985051.0,-1686.0,
00012.48,975998.0,1713.0,-985427.0,-1696.0,
000012.5,976287.0,1730.0,-985811.0,-1715.0,
00012.52,976659.0,1741.0,-986164.0,-1747.0,
00012.54,977027.0,1751.0,-986522.0,-1781.0,
00012.56,977393.0,1756.0,-986868.0,-1809.0,
00012.58,977763.0,1761.0,-987225.0,-1822.0,
000012.6,978124.0,1763.0,-987576.0,-1821.0,
00012.62,978409.0,1765.0,-987923.0,-1804.0,
00012.64,978773.0,1762.0,-988268.0,-1784.0,
00012.66,979136.0,1757.0,-988611.0,-1764.0,
00012.68,979493.0,1750.0,-988963.0,-1753.0,
000012.7,979854.0,1743.0,-989331.0,-1744.0,
00012.72,980142.0,1737.0,-989721.0,-1743.0,
00012.74,980496.0,1732.0,-990074.0,-1755.0,
00012.76,980854.0,1728.0,-990430.0,-1777.0,
00012.78,981215.0,1725.0,-990771.0,-1798.0,
000012.8,981572.0,1722.0,-991117.0,-1811.0,
00012.82,981935.0,1721.0,-991467.0,-1807.0,
00012.84,982220.0,1720.0,-991815.0,-1791.0,
00012.86,982586.0,1722.0,-992156.0,-1766.0,
00012.88,982953.0,1725.0,-992494.0,-1745.0,
000012.9,983314.0,1729.0,-992832.0,-1731.0,
00012.92,983680.0,1734.0,-993194.0,-1725.0,
00012.94,983967.0,1739.0,-993565.0,-1722.0,
00012.96,984330.0,1743.0,-993936.0,-1727.0,
00012.98,984697.0,1745.0,-994293.0,-1744.0,
000013.0,985060.0,1746.0,-994644.0,-1766.0,
00013.02,985428.0,1747.0,-994991.0,-1788.0,
00013.04,985789.0,1747.0,-995339.0,-1799.0,
00013.06,986089.0,1748.0,-995686.0,-1797.0,
00013.08,986442.0,1749.0,-996035.0,-1781.0,
000013.1,986806.0,1749.0,-996377.0,-1762.0,
00013.12,987172.0,1748.0,-996719.0,-1746.0,
00013.14,987535.0,1745.0,-997067.0,-1737.0,
00013.16,987821.0,1744.0,-997433.0,-1732.0,
00013.18,988180.0,1742.0,-997817.0,-1732.0,
000013.2,988536.0,1740.0,-998188.0,-1744.0,
00013.22,988898.0,1736.0,-998536.0,-1768.0,
00013.24,989260.0,1732.0,-998887.0,-1792.0,
00013.26,989617.0,1729.0,-999227.0,-1809.0,
00013.28,989900.0,1725.0,-999573.0,-1810.0,
000013.3,990263.0,1724.0,-999915.0,-1798.0,
00013.32,990611.0,1723.0,-1000253.0,-1771.0,
00013.34,990968.0,1721.0,-1000581.0,-1745.0,
00013.36,991321.0,1717.0,-1000915.0,-1722.0,
00013.38,991670.0,1711.0,-1001251.0,-1706.0,
000013.4,992019.0,1706.0,-1001600.0,-1692.0,
00013.42,992291.0,1700.0,-1001964.0,-1684.0,
00013.44,992622.0,1692.0,-1002300.0,-1687.0,
00013.46,992963.0,1681.0,-1002631.0,-1698.0,
00013.48,993293.0,1667.0,-1002948.0,-1710.0,
000013.5,993557.0,1650.0,-1003259.0,-1712.0,
00013.52,993879.0,1632.0,-1003566.0,-1700.0,
00013.54,994204.0,1614.0,-1003875.0,-1670.0,
00013.56,994517.0,1598.0,-1004174.0,-1630.0,
00013.58,994830.0,1583.0,-1004465.0,-1590.0,
000013.6,995146.0,1565.0,-1004755.0,-1557.0,
00013.62,995397.0,1548.0,-1005040.0,-1530.0,
00013.64,995703.0,1532.0,-1005329.0,-1505.0,
00013.66,996010.0,1518.0,-1005632.0,-1484.0,
00013.68,996310.0,1506.0,-1005945.0,-1468.0,
000013.7,996604.0,1495.0,-1006242.0,-1464.0,
00013.72,996897.0,1483.0,-1006531.0,-1470.0,
00013.74,997130.0,1468.0,-1006813.0,-1480.0,
00013.76,997418.0,1451.0,-1007084.0,-1487.0,
00013.78,997705.0,1432.0,-1007349.0,-1480.0,
000013.8,997988.0,1417.0,-1007621.0,-1459.0,
00013.82,998272.0,1402.0,-1007891.0,-1427.0,
00013.84,998493.0,1390.0,-1008163.0,-1395.0,
00013.86,998764.0,1379.0,-1008432.0,-1369.0,
00013.88,999038.0,1367.0,-1008695.0,-1357.0,
000013.9,999313.0,1353.0,-1008963.0,-1349.0,
00013.92,999588.0,1340.0,-1009230.0,-1347.0,
00013.94,999809.0,1330.0,-1009512.0,-1343.0,
00013.96,1000084.0,1322.0,-1009802.0,-1343.0,
00013.98,1000363.0,1319.0,-1010114.0,-1348.0,
000014.0,1000641.0,1319.0,-1010395.0,-1366.0,
00014.02,1000918.0,1323.0,-1010675.0,-1393.0,
00014.04,1001203.0,1326.0,-1010960.0,-1419.0,
00014.06,1001433.0,1331.0,-1011225.0,-1437.0,
00014.08,1001720.0,1337.0,-1011501.0,-1439.0,
000014.1,1002006.0,1346.0,-1011780.0,-1428.0,
00014.12,1002299.0,1355.0,-1012058.0,-1408.0,
00014.14,1002587.0,1364.0,-1012333.0,-1391.0,
00014.16,1002813.0,1373.0,-1012607.0,-1381.0,
00014.18,1003100.0,1380.0,-1012878.0,-1379.0,
000014.2,1003386.0,1381.0,-1013147.0,-1377.0,
00014.22,1003668.0,1380.0,-1013419.0,-1375.0,
00014.24,1003951.0,1378.0,-1013705.0,-1370.0,
00014.26,1004231.0,1373.0,-1014002.0,-1368.0,
00014.28,1004452.0,1367.0,-1014297.0,-1371.0,
000014.3,1004726.0,1361.0,-1014571.0,-1386.0,
00014.32,1004999.0,1354.0,-1014795.0,-1403.0,
00014.34,1005275.0,1345.0,-1015110.0,-1418.0,
00014.36,1005548.0,1335.0,-1015366.0,-1420.0,
00014.38,1005824.0,1327.0,-1015628.0,-1407.0,
000014.4,1006039.0,1322.0,-1015842.0,-1380.0,
00014.42,1006312.0,1318.0,-1016103.0,-1350.0,
00014.44,1006588.0,1315.0,-1016362.0,-1326.0,
00014.46,1006850.0,1313.0,-1016615.0,-1312.0,
00014.48,1007117.0,1311.0,-1016861.0,-1304.0,
000014.5,1007333.0,1305.0,-1017112.0,-1297.0,
00014.52,1007652.0,1299.0,-1017360.0,-1288.0,
00014.54,1007857.0,1293.0,-1017610.0,-1275.0,
00014.56,1008116.0,1286.0,-1017860.0,-1263.0,
00014.58,1008365.0,1278.0,-1018124.0,-1252.0,
000014.6,1008615.0,1267.0,-1018368.0,-1252.0,
00014.62,1008802.0,1254.0,-1018607.0,-1253.0,
00014.64,1009037.0,1236.0,-1018849.0,-1254.0,
00014.66,1009270.0,1214.0,-1019077.0,-1248.0,
00014.68,1009501.0,1188.0,-1019294.0,-1237.0,
000014.7,1009730.0,1166.0,-1019511.0,-1213.0,
00014.72,1009952.0,1145.0,-1019729.0,-1185.0,
00014.74,1010127.0,1127.0,-1019948.0,-1153.0,
00014.76,1010349.0,1111.0,-1020160.0,-1127.0,
00014.78,1010570.0,1097.0,-1020374.0,-1107.0,
000014.8,1010784.0,1085.0,-1020587.0,-1092.0,
00014.82,1010992.0,1073.0,-1020804.0,-1082.0,
00014.84,1011170.0,1061.0,-1021013.0,-1078.0,
00014.86,1011388.0,1051.0,-1021223.0,-1073.0,
00014.88,1011612.0,1043.0,-1021434.0,-1068.0,
000014.9,1011832.0,1041.0,-1021660.0,-1064.0,
00014.92,1012061.0,1042.0,-1021883.0,-1064.0,
00014.94,1012291.0,1049.0,-1022126.0,-1069.0,
00014.96,1012474.0,1059.0,-1022366.0,-1082.0,
00014.98,1012717.0,1072.0,-1022603.0,-1104.0,
000015.0,1012954.0,1086.0,-1022842.0,-1132.0,
00015.02,1013193.0,1101.0,-1023079.0,-1157.0,
00015.04,1013438.0,1115.0,-1023308.0,-1175.0,
00015.06,1013630.0,1129.0,-1023532.0,-1184.0,
00015.08,1013875.0,1140.0,-1023760.0,-1182.0,
000015.1,1014110.0,1149.0,-1023992.0,-1172.0,
00015.12,1014342.0,1153.0,-1024221.0,-1161.0,
00015.14,1014581.0,1154.0,-1024450.0,-1153.0,
00015.16,1014817.0,1151.0,-1024681.0,-1147.0,
00015.18,1014997.0,1147.0,-1024904.0,-1145.0,
000015.2,1015226.0,1139.0,-1025134.0,-1144.0,
00015.22,1015458.0,1131.0,-1025355.0,-1144.0,
00015.24,1015695.0,1117.0,-1025581.0,-1140.0,
00015.26,1015922.0,1112.0,-1025813.0,-1135.0,
00015.28,1016106.0,1112.0,-1026041.0,-1132.0,
000015.3,1016333.0,1110.0,-1026284.0,-1132.0,
00015.32,1016561.0,1107.0,-1026516.0,-1137.0,
00015.34,1016791.0,1106.0,-1026743.0,-1146.0,
00015.36,1017012.0,1103.0,-1026970.0,-1155.0,
00015.38,1017229.0,1099.0,-1027189.0,-1158.0,
000015.4,1017406.0,1091.0,-1027403.0,-1157.0,
00015.42,1017622.0,1084.0,-1027605.0,-1145.0,
00015.44,1017837.0,1074.0,-1027802.0,-1125.0,
00015.46,1018046.0,1064.0,-1027996.0,-1098.0,
00015.48,1018250.0,1053.0,-1028184.0,-1067.0,
000015.5,1018448.0,1042.0,-1028368.0,-1035.0,
00015.52,1018602.0,1028.0,-1028548.0,-1004.0,
00015.54,1018792.0,1010.0,-1028728.0,-975.0,
00015.56,1018973.0,990.0,-1028902.0,-951.0,
00015.58,1019147.0,965.0,-1029075.0,-930.0,
000015.6,1019321.0,938.0,-1029247.0,-912.0,
00015.62,1019461.0,911.0,-1029414.0,-896.0,
00015.64,1019639.0,887.0,-1029580.0,-882.0,
00015.66,1019815.0,867.0,-1029747.0,-869.0,
00015.68,1019985.0,853.0,-1029919.0,-857.0,
000015.7,1020152.0,844.0,-1030093.0,-849.0,
00015.72,1020323.0,839.0,-1030273.0,-845.0,
00015.74,1020457.0,834.0,-1030453.0,-848.0,
00015.76,1020628.0,829.0,-1030634.0,-856.0,
00015.78,1020804.0,822.0,-1030814.0,-869.0,
000015.8,1020978.0,819.0,-1030998.0,-882.0,
00015.82,1021149.0,819.0,-1031175.0,-893.0,
00015.84,1021286.0,822.0,-1031356.0,-899.0,
00015.86,1021466.0,826.0,-1031532.0,-902.0,
00015.88,1021647.0,830.0,-1031704.0,-901.0,
000015.9,1021827.0,834.0,-1031878.0,-898.0,
00015.92,1022012.0,840.0,-1032057.0,-892.0,
00015.94,1022191.0,848.0,-1032235.0,-887.0,
00015.96,1022336.0,857.0,-1032406.0,-882.0,
00015.98,1022512.0,864.0,-1032582.0,-879.0,
000016.0,1022690.0,868.0,-1032757.0,-877.0,
00016.02,1022871.0,867.0,-1032933.0,-877.0,
00016.04,1023044.0,865.0,-1033100.0,-877.0,
00016.06,1023179.0,861.0,-1033265.0,-874.0,
00016.08,1023346.0,854.0,-1033426.0,-868.0,
000016.1,1023513.0,846.0,-1033586.0,-859.0,
00016.12,1023680.0,836.0,-1033748.0,-847.0,
00016.14,1023847.0,825.0,-1033912.0,-833.0,
00016.16,1024006.0,816.0,-1034076.0,-821.0,
00016.18,1024131.0,807.0,-1034235.0,-814.0,
000016.2,1024285.0,798.0,-1034404.0,-811.0,
00016.22,1024440.0,788.0,-1034569.0,-812.0,
00016.24,1024593.0,777.0,-1034725.0,-815.0,
00016.26,1024745.0,765.0,-1034884.0,-817.0,
00016.28,1024865.0,753.0,-1035039.0,-815.0,
000016.3,1025022.0,744.0,-1035192.0,-811.0,
00016.32,1025168.0,738.0,-1035339.0,-803.0,
00016.34,1025315.0,734.0,-1035494.0,-792.0,
00016.36,1025468.0,730.0,-1035634.0,-780.0,
00016.38,1025623.0,726.0,-1035776.0,-766.0,
000016.4,1025746.0,724.0,-1035921.0,-754.0,
00016.42,1025902.0,725.0,-1036067.0,-742.0,
00016.44,1026061.0,728.0,-1036209.0,-732.0,
00016.46,1026208.0,732.0,-1036350.0,-724.0,
00016.48,1026357.0,737.0,-1036486.0,-718.0,
000016.5,1026475.0,738.0,-1036622.0,-713.0,
00016.52,1026616.0,735.0,-1036752.0,-709.0,
00016.54,1026751.0,728.0,-1036884.0,-700.0,
00016.56,1026888.0,717.0,-1037008.0,-690.0,
00016.58,1027016.0,703.0,-1037129.0,-677.0,
000016.6,1027136.0,686.0,-1037247.0,-663.0,
00016.62,1027227.0,666.0,-1037364.0,-647.0,
00016.64,1027338.0,645.0,-1037479.0,-631.0,
00016.66,1027446.0,621.0,-1037588.0,-615.0,
00016.68,1027554.0,595.0,-1037697.0,-599.0,
000016.7,1027661.0,572.0,-1037807.0,-584.0,
00016.72,1027769.0,551.0,-1037916.0,-572.0,
00016.74,1027853.0,534.0,-1038023.0,-562.0,
00016.76,1027957.0,524.0,-1038128.0,-554.0,
00016.78,1028059.0,517.0,-1038237.0,-547.0,
000016.8,1028162.0,512.0,-1038344.0,-542.0,
00016.82,1028262.0,508.0,-1038456.0,-540.0,
00016.84,1028341.0,502.0,-1038560.0,-538.0,
00016.86,1028440.0,497.0,-1038665.0,-538.0,
00016.88,1028534.0,490.0,-1038767.0,-537.0,
000016.9,1028626.0,484.0,-1038865.0,-535.0,
00016.92,1028719.0,476.0,-1038965.0,-530.0,
00016.94,1028808.0,468.0,-1039061.0,-523.0,
00016.96,1028875.0,459.0,-1039157.0,-513.0,
00016.98,1028963.0,450.0,-1039248.0,-503.0,
000017.0,1029048.0,441.0,-1039336.0,-493.0,
00017.02,1029130.0,432.0,-1039423.0,-484.0,
00017.04,1029212.0,424.0,-1039512.0,-473.0,
00017.06,1029276.0,416.0,-1039595.0,-464.0,
00017.08,1029353.0,408.0,-1039677.0,-453.0,
000017.1,1029434.0,401.0,-1039759.0,-443.0,
00017.12,1029517.0,394.0,-1039843.0,-433.0,
00017.14,1029600.0,390.0,-1039928.0,-426.0,
00017.16,1029687.0,387.0,-1040011.0,-420.0,
00017.18,1029757.0,389.0,-1040100.0,-417.0,
000017.2,1029846.0,394.0,-1040190.0,-417.0,
00017.22,1029937.0,401.0,-1040280.0,-421.0,
00017.24,1030029.0,410.0,-1040371.0,-427.0,
00017.26,1030128.0,418.0,-1040463.0,-435.0,
00017.28,1030204.0,427.0,-1040554.0,-441.0,
000017.3,1030298.0,436.0,-1040648.0,-448.0,
00017.32,1030392.0,443.0,-1040743.0,-453.0,
00017.34,1030487.0,449.0,-1040840.0,-457.0,
00017.36,1030580.0,453.0,-1040937.0,-461.0,
00017.38,1030674.0,455.0,-1041033.0,-466.0,
000017.4,1030748.0,455.0,-1041129.0,-471.0,
00017.42,1030837.0,453.0,-1041222.0,-475.0,
00017.44,1030932.0,450.0,-1041315.0,-477.0,
00017.46,1031025.0,448.0,-1041409.0,-477.0,
00017.48,1031118.0,446.0,-1041501.0,-475.0,
000017.5,1031208.0,445.0,-1041594.0,-472.0,
00017.52,1031278.0,444.0,-1041684.0,-470.0,
00017.54,1031366.0,442.0,-1041773.0,-466.0,
00017.56,1031454.0,440.0,-1041865.0,-463.0,
00017.58,1031543.0,435.0,-1041957.0,-459.0,
000017.6,1031633.0,430.0,-1042046.0,-457.0,
00017.62,1031705.0,427.0,-1042137.0,-454.0,
00017.64,1031796.0,426.0,-1042233.0,-454.0,
00017.66,1031888.0,427.0,-1042323.0,-454.0,
00017.68,1031980.0,430.0,-1042420.0,-457.0,
000017.7,1032069.0,433.0,-1042518.0,-459.0,
00017.72,1032158.0,435.0,-1042613.0,-463.0,
00017.74,1032230.0,436.0,-1042707.0,-468.0,
00017.76,1032316.0,435.0,-1042804.0,-472.0,
00017.78,1032399.0,433.0,-1042899.0,-476.0,
000017.8,1032486.0,429.0,-1042986.0,-477.0,
00017.82,1032565.0,424.0,-1043063.0,-476.0,
00017.84,1032617.0,418.0,-1043133.0,-469.0,
00017.86,1032672.0,408.0,-1043176.0,-454.0,
00017.88,1032711.0,391.0,-1043213.0,-426.0,
000017.9,1032747.0,363.0,-1043255.0,-386.0,
00017.92,1032776.0,325.0,-1043297.0,-336.0,
00017.94,1032800.0,280.0,-1043328.0,-288.0,
00017.96,1032817.0,234.0,-1043349.0,-246.0,
00017.98,1032838.0,192.0,-1043382.0,-212.0,
000018.0,1032859.0,158.0,-1043414.0,-187.0,
00018.02,1032879.0,135.0,-1043437.0,-171.0,
00018.04,1032901.0,119.0,-1043461.0,-160.0,
00018.06,1032917.0,109.0,-1043488.0,-148.0,
00018.08,1032938.0,103.0,-1043513.0,-139.0,
000018.1,1032957.0,100.0,-1043534.0,-134.0,
00018.12,1032976.0,99.0,-1043557.0,-130.0,
00018.14,1032993.0,98.0,-1043579.0,-126.0,
00018.16,1033008.0,96.0,-1043601.0,-121.0,
00018.18,1033017.0,92.0,-1043621.0,-118.0,
000018.2,1033029.0,87.0,-1043641.0,-114.0,
00018.22,1033042.0,81.0,-1043659.0,-110.0,
00018.24,1033053.0,75.0,-1043676.0,-106.0,
00018.26,1033062.0,69.0,-1043692.0,-102.0,
00018.28,1033072.0,58.0,-1043706.0,-98.0,
000018.3,1033077.0,58.0,-1043719.0,-93.0,
00018.32,1033083.0,53.0,-1043729.0,-87.0,
00018.34,1033086.0,48.0,-1043733.0,-80.0,
00018.36,1033087.0,42.0,-1043737.0,-71.0,
00018.38,1033087.0,35.0,-1043738.0,-60.0,
000018.4,1033086.0,27.0,-1043737.0,-49.0,
00018.42,1033086.0,19.0,-1043736.0,-36.0,
00018.44,1033086.0,12.0,-1043736.0,-23.0,
00018.46,1033086.0,6.0,-1043733.0,-12.0,
00018.48,1033086.0,2.0,-1043729.0,-4.0,
000018.5,1033086.0,0.0,-1043727.0,1.0,
00018.52,1033086.0,0.0,-1043725.0,5.0,
00018.54,1033086.0,0.0,-1043722.0,9.0,
00018.56,1033086.0,0.0,-1043720.0,11.0,
00018.58,1033086.0,0.0,-1043719.0,12.0,
000018.6,1033086.0,0.0,-1043718.0,12.0,
00018.62,1033086.0,0.0,-1043717.0,11.0,
00018.64,1033086.0,0.0,-1043717.0,9.0,
00018.66,1033086.0,0.0,-1043718.0,7.0,
00018.68,1033086.0,0.0,-1043718.0,5.0,
000018.7,1033086.0,0.0,-1043718.0,3.0,
00018.72,1033086.0,0.0,-1043717.0,1.0,
00018.74,1033086.0,0.0,-1043718.0,0.0,
00018.76,1033085.0,0.0,-1043717.0,0.0,
00018.78,1033086.0,0.0,-1043718.0,0.0,
000018.8,1033085.0,0.0,-1043717.0,0.0,
00018.82,1033086.0,0.0,-1043718.0,0.0,
00018.84,1033086.0,0.0,-1043717.0,0.0,
00018.86,1033086.0,0.0,-1043718.0,0.0,
00018.88,1033086.0,0.0,-1043718.0,0.0,
000018.9,1033084.0,0.0,-1043718.0,0.0,
00018.92,1033085.0,0.0,-1043718.0,0.0,
00018.94,1033085.0,0.0,-1043718.0,0.0,
00018.96,1033085.0,0.0,-1043717.0,0.0,
00018.98,1033085.0,0.0,-1043718.0,0.0,
000019.0,1033085.0,0.0,-1043718.0,0.0,
00019.02,1033084.0,0.0,-1043718.0,0.0,
00019.04,1033085.0,0.0,-1043717.0,0.0,
00019.06,1033085.0,0.0,-1043717.0,0.0,
00019.08,1033084.0,0.0,-1043718.0,0.0,
000019.1,1033085.0,0.0,-1043718.0,0.0,
00019.12,1033084.0,0.0,-1043717.0,0.0,
00019.14,1033083.0,0.0,-1043714.0,0.0,
00019.16,1033082.0,0.0,-1043704.0,0.0,
00019.18,1033075.0,0.0,-1043675.0,3.0,
000019.2,1033052.0,-2.0,-1043644.0,14.0,
00019.22,1033021.0,-10.0,-1043604.0,33.0,
00019.24,1032987.0,-28.0,-1043566.0,63.0,
00019.26,1032944.0,-53.0,-1043528.0,97.0,
00019.28,1032902.0,-86.0,-1043487.0,131.0,
000019.3,1032870.0,-121.0,-1043444.0,159.0,
00019.32,1032831.0,-152.0,-1043396.0,179.0,
00019.34,1032795.0,-173.0,-1043347.0,193.0,
00019.36,1032762.0,-185.0,-1043296.0,204.0,
00019.38,1032727.0,-188.0,-1043245.0,215.0,
000019.4,1032699.0,-185.0,-1043190.0,227.0,
00019.42,1032656.0,-180.0,-1043129.0,239.0,
00019.44,1032606.0,-176.0,-1043062.0,250.0,
00019.46,1032548.0,-177.0,-1042986.0,263.0,
00019.48,1032477.0,-188.0,-1042901.0,280.0,
000019.5,1032393.0,-208.0,-1042804.0,302.0,
00019.52,1032326.0,-238.0,-1042695.0,333.0,
00019.54,1032237.0,-276.0,-1042589.0,371.0,
00019.56,1032137.0,-316.0,-1042472.0,413.0,
00019.58,1032022.0,-357.0,-1042341.0,456.0,
000019.6,1031898.0,-397.0,-1042204.0,498.0,
00019.62,1031795.0,-438.0,-1042068.0,541.0,
00019.64,1031665.0,-480.0,-1041931.0,580.0,
00019.66,1031534.0,-521.0,-1041806.0,615.0,
00019.68,1031401.0,-559.0,-1041668.0,641.0,
000019.7,1031271.0,-590.0,-1041529.0,659.0,
00019.72,1031138.0,-611.0,-1041392.0,668.0,
00019.74,1031028.0,-623.0,-1041251.0,672.0,
00019.76,1030889.0,-629.0,-1041110.0,675.0,
00019.78,1030747.0,-636.0,-1040966.0,681.0,
000019.8,1030605.0,-643.0,-1040817.0,689.0,
00019.82,1030461.0,-652.0,-1040668.0,698.0,
00019.84,1030319.0,-662.0,-1040511.0,708.0,
00019.86,1030200.0,-672.0,-1040354.0,719.0,
00019.88,1030044.0,-679.0,-1040178.0,733.0,
000019.9,1029870.0,-688.0,-1039995.0,752.0,
00019.92,1029684.0,-704.0,-1039816.0,778.0,
00019.94,1029488.0,-730.0,-1039638.0,808.0,
