2018.07.13.18.30,L-RPM,R-RPM,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
07.13.18.30.05.209,-0.07080078125,-0.068359375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.39772705078125
07.13.18.30.05.334,-0.05908203125,-0.062744140625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4102919921875
07.13.18.30.05.459,-0.044677734375,-0.04736328125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416574462890624
07.13.18.30.05.584,-0.037841796875,-0.038818359375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416574462890624
07.13.18.30.05.710,-0.015625,-0.0126953125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.429139404296874
07.13.18.30.05.834,-0.011474609375,-0.012451171875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.441704345703124
07.13.18.30.05.959,2.44140625E-4,0.00146484375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42285693359375
07.13.18.30.06.084,0.003662109375,0.003173828125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.441704345703124
07.13.18.30.06.209,2.44140625E-4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.454269287109375
07.13.18.30.06.334,0.0,0.0,5.375,2.5,2.875,2.5,-3.2989247311827956,-3.5225806451612898,-3.508602150537634,-3.4806451612903224,4.625,3.25,2.75,3.0,2.8236559139784947,3.5225806451612898,3.4666666666666663,3.508602150537634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36740185546875
07.13.18.30.06.459,-0.084716796875,-0.087158203125,5.5,4.375,4.25,4.625,-1.8224828934506354,-2.6983870967741934,-2.6750244379276635,-2.6867057673509285,3.625,4.25,4.25,4.25,0.0,1.4112903225806452,1.3868523949169111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.347467285156249
07.13.18.30.06.585,-0.1044921875,-0.102294921875,2.75,2.5,2.75,2.75,2.5008797653958945,2.4297165200391,2.409384164222874,2.409384164222874,1.375,1.125,1.25,1.375,2.206060606060606,2.4398826979472137,2.3992179863147607,2.419550342130987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79460986328125
07.13.18.30.06.709,-0.041748046875,-0.14990234375,5.25,4.75,4.625,5.5,2.409384164222874,2.4297165200391,2.409384164222874,2.409384164222874,1.625,1.75,1.75,1.75,2.0332355816226784,2.4398826979472137,2.3992179863147607,2.419550342130987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.951671630859375
07.13.18.30.06.834,0.035888671875,-0.131591796875,2.125,1.75,2.0,1.625,2.470381231671554,2.4398826979472137,2.3890518084066468,2.3992179863147607,2.0,2.125,2.125,2.25,2.0535679374389053,2.4297165200391,2.3890518084066468,2.419550342130987,1.25,0.75,2.4297165200391,2.140371456500489,0.0,0.0,0.0,0.0,11.901411865234374
07.13.18.30.06.959,0.162841796875,-0.1015625,3.5,3.25,3.0,3.125,3.2542521994134894,3.175659824046921,3.160508308895406,3.1337243401759527,1.75,1.5,1.625,1.75,2.705180840664712,3.1739002932551323,3.1203323558162266,3.1471163245356792,8.375,6.125,5.0361681329423265,4.807820136852396,0.0,0.0,0.0,0.0,11.2040576171875
07.13.18.30.07.084,0.109375,-0.19677734375,5.875,4.875,4.625,5.0,3.0935483870967744,2.946236559139785,2.8926686217008797,2.879276637341153,4.125,4.25,4.25,4.25,2.584652981427175,2.9194525904203323,2.852492668621701,2.9060606060606062,20.5,17.0,6.321749755620724,6.501515151515153,0.0,0.0,0.0,0.0,11.2543173828125
07.13.18.30.07.209,0.1025390625,-0.129638671875,10.25,7.375,6.875,7.375,5.209872922776149,5.139784946236559,5.0463343108504395,5.02297165200391,15.75,15.25,14.625,13.375,4.284310850439883,4.705718475073314,4.541837732160312,4.635483870967742,9.25,8.125,6.321749755620724,5.992179863147605,0.0,0.0,0.0,0.0,9.790501708984374
07.13.18.30.07.334,0.204345703125,-0.223876953125,18.5,17.25,15.125,16.875,5.686803519061584,5.6586510263929615,5.546041055718475,5.602346041055718,13.375,12.125,11.25,10.375,4.57258064516129,5.570234604105572,5.376246334310849,5.487096774193548,8.625,7.75,5.872336265884654,5.992179863147605,0.0,0.0,0.0,0.0,10.142320068359375
07.13.18.30.07.459,0.2412109375,-0.262451171875,2.125,2.125,1.875,1.625,1.598533724340176,1.3287390029325514,1.3017595307917889,1.31524926686217,3.5,4.375,4.375,4.125,1.0674486803519063,1.348973607038123,1.3085043988269793,1.335483870967742,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.290925048828125
07.13.18.30.07.585,0.16748046875,-0.159423828125,0.5,0.125,0.375,0.125,2.965395894428153,2.9696969696969697,2.9456500488758555,2.981818181818182,2.75,2.875,2.625,2.875,-3.3345063538611925,-3.517155425219942,-3.4606549364613883,-3.488905180840665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.065843261718749
07.13.18.30.07.709,0.104736328125,-0.051025390625,9.875,8.375,7.875,8.625,4.7120723362658845,4.27741935483871,4.235483870967743,4.235483870967743,12.125,12.75,12.625,11.375,-4.004838709677419,-4.340322580645162,-4.235483870967743,-4.27741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.644917724609375
07.13.18.30.07.835,0.176513671875,0.14306640625,7.875,6.75,6.0,6.625,3.856549364613881,3.6592375366568914,3.6233626588465304,3.6233626588465304,1.375,2.5,2.25,2.25,-3.336363636363637,-3.571407624633432,-3.4851417399804503,-3.609384164222874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.304577148437499
07.13.18.30.07.959,0.25439453125,0.19677734375,21.375,16.0,13.625,15.5,6.912316715542522,8.195014662756599,8.052492668621701,8.088123167155427,19.125,17.25,16.5,14.25,-5.519843597262952,-8.230645161290324,-8.052492668621701,-8.159384164222875,0.0,0.0,0.0,0.0,10.75,11.0,0.0,0.0,9.03032275390625
