2018.07.13.15.09,L-RPM,R-RPM,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
07.13.15.09.23.393,0.01025390625,0.011474609375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.485681640625
07.13.15.09.23.518,-0.00146484375,-0.003173828125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504529052734375
07.13.15.09.23.643,2.44140625E-4,4.8828125E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.529658935546875
07.13.15.09.23.768,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52337646484375
07.13.15.09.23.893,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53594140625
07.13.15.09.24.018,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.15.09.24.143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.554788818359375
07.13.15.09.24.268,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.15.09.24.393,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.15.09.24.518,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.15.09.24.643,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57363623046875
07.13.15.09.24.768,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.579918701171875
07.13.15.09.24.893,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.598766113281249
07.13.15.09.25.018,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.579918701171875
07.13.15.09.25.143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.579918701171875
07.13.15.09.25.268,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.25,-1.7982404692082112,-1.6011730205278591,0.0,0.0,0.0,0.0,12.479399169921875
07.13.15.09.25.393,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,9.75,7.125,-4.490029325513197,-4.335483870967742,0.0,0.0,0.0,0.0,12.064756103515625
07.13.15.09.25.518,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,23.875,20.875,-6.8419354838709685,-6.66177908113392,0.0,0.0,0.0,0.0,11.41766162109375
07.13.15.09.25.643,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,42.375,35.625,-8.435190615835777,-8.928836754643207,0.0,0.0,0.0,0.0,10.845956787109374
07.13.15.09.25.768,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,54.25,47.5,-10.2,-9.9,0.0,0.0,0.0,0.0,10.506703369140626
07.13.15.09.25.893,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,46.375,44.375,-9.65,-9.9,0.0,0.0,0.0,0.0,10.808261962890624
07.13.15.09.26.019,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,42.5,39.625,-10.15,-10.2,0.0,0.0,0.0,0.0,10.9527587890625
07.13.15.09.26.143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,40.125,36.5,-10.3,-10.4,0.0,0.0,0.0,0.0,10.933911376953125
07.13.15.09.26.268,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,39.625,34.875,-10.3,-10.5,0.0,0.0,0.0,0.0,10.996736083984375
07.13.15.09.26.393,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,39.125,36.5,-10.4,0.0,0.0,0.0,0.0,0.0,12.32233740234375
07.13.15.09.26.518,2.44140625E-4,9.765625E-4,1.75,0.625,1.0,0.75,2.3002932551319653,1.877126099706745,1.8686705767350928,2.2795698924731185,0.5,0.875,0.75,0.875,-2.175953079178886,-2.3002932551319653,-2.258846529814272,-2.2899315738025416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.121298339843749
07.13.15.09.26.643,0.028076171875,0.04345703125,3.875,3.375,3.5,3.625,2.5386119257087,2.5386119257087,2.5178885630498535,2.5075268817204304,2.875,3.75,3.625,3.5,-2.175953079178886,-2.528250244379277,-2.497165200391007,-2.528250244379277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.027061279296875
07.13.15.09.26.768,0.100830078125,0.1181640625,3.0,2.5,2.625,2.5,2.5075268817204304,2.5075268817204304,2.5075268817204304,2.497165200391007,1.625,2.25,2.125,2.125,-2.0619745845552298,-2.528250244379277,-2.4868035190615836,-2.5075268817204304,2.875,2.125,3.0989247311827954,2.838709677419355,0.0,0.0,0.0,0.0,11.92025927734375
07.13.15.09.26.893,0.14404296875,0.1396484375,2.25,1.5,1.875,1.625,2.4764418377321604,2.4660801564027373,2.445356793743891,2.424633431085044,1.625,2.125,2.0,2.0,-2.124144672531769,-2.455718475073314,-2.403910068426198,-2.445356793743891,12.125,10.125,5.93763440860215,5.489736070381231,0.0,0.0,0.0,0.0,11.69409033203125
07.13.15.09.27.018,0.168212890625,0.153564453125,2.125,1.5,1.875,1.625,2.4764418377321604,2.4660801564027373,2.445356793743891,2.424633431085044,0.75,1.5,1.375,1.375,-1.9894428152492674,-2.455718475073314,-2.403910068426198,-2.445356793743891,14.5,14.0,5.9757575757575765,6.324633431085044,0.0,0.0,0.0,0.0,11.888846923828124
07.13.15.09.27.144,0.157958984375,0.155029296875,1.375,0.875,0.875,0.625,2.455718475073314,2.4660801564027373,2.445356793743891,2.424633431085044,0.5,1.0,1.0,1.125,-2.1966764418377327,-2.455718475073314,-2.424633431085044,-2.455718475073314,1.375,2.375,3.1450146627565982,3.089687194525904,0.0,0.0,0.0,0.0,12.441704345703124
07.13.15.09.27.268,0.192138671875,0.191162109375,1.25,0.5,0.625,0.5,2.5800586510263934,2.6007820136852398,2.5800586510263934,2.56969696969697,0.0,0.375,0.5,0.5,-2.1966764418377327,-2.6007820136852398,-2.5593352883675466,-2.5800586510263934,0.0,0.0,0.32727272727272727,0.6035190615835777,0.0,0.0,0.0,0.0,12.416574462890624
07.13.15.09.27.393,0.213134765625,0.216552734375,1.375,0.5,0.625,0.5,1.9550342130987293,1.9472140762463346,1.9393939393939394,1.9315738025415443,0.0,0.5,0.5,0.625,-1.610948191593353,-2.5800586510263934,-1.9159335288367547,-1.9393939393939394,2.375,2.0,-2.581818181818182,-2.547262952101662,0.0,0.0,0.0,0.0,12.215535400390625
07.13.15.09.27.518,0.180419921875,0.18310546875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.375,12.625,-5.424486803519062,-5.11119257086999,0.0,0.0,0.0,0.0,11.624983154296874
07.13.15.09.27.643,0.166259765625,0.168701171875,0.125,0.0,0.0,0.0,-0.6559139784946237,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,35.125,32.375,-5.653030303030303,-6.397605083088954,0.0,0.0,0.0,0.0,11.248034912109375
07.13.15.09.27.768,0.128662109375,0.135009765625,1.625,1.25,1.5,1.5,-1.4090420332355817,-1.4090420332355817,-1.4090420332355817,-1.3904203323558162,1.5,1.875,1.875,1.875,1.222825024437928,1.375757575757576,1.3842130987292278,1.4028347996089932,15.375,14.75,-2.9755131964809385,-3.135483870967742,0.0,0.0,0.0,0.0,11.913976806640624
