2018.07.13.20.56,L-RPM,R-RPM,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
07.13.20.56.52.109,0.014892578125,0.010009765625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504529052734375
07.13.20.56.52.234,0.00146484375,0.007568359375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.517093994140625
07.13.20.56.52.359,-0.05810546875,-0.052001953125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53594140625
07.13.20.56.52.484,-2.44140625E-4,-0.004638671875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52337646484375
07.13.20.56.52.609,-0.0126953125,-0.009521484375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52337646484375
07.13.20.56.52.734,-0.01123046875,-0.02197265625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.20.56.52.859,0.006103515625,0.00634765625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.542223876953125
07.13.20.56.52.984,-0.006103515625,-0.007080078125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.20.56.53.109,0.008056640625,0.00732421875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.20.56.53.234,2.44140625E-4,7.32421875E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.20.56.53.359,2.44140625E-4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.20.56.53.484,-9.765625E-4,-4.8828125E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.423944091796875
07.13.20.56.53.609,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.375,17.75,0.0,0.0,12.02077880859375
07.13.20.56.53.734,-0.00244140625,-0.00341796875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875,6.0,0.0,0.0,12.429139404296874
07.13.20.56.53.859,-0.003662109375,-9.765625E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.20.56.53.984,0.006103515625,0.00341796875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.554788818359375
07.13.20.56.54.109,0.0,4.8828125E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567353759765625
07.13.20.56.54.234,0.0,-4.8828125E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.284642578125
07.13.20.56.54.360,0.0,0.0,3.5,2.25,2.625,2.625,-5.0899315738025415,-5.069892473118279,-5.069892473118279,-5.029814271749756,3.5,1.75,2.0,2.0,4.46871945259042,5.0899315738025415,5.009775171065494,5.069892473118279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12347265625
07.13.20.56.54.484,-0.07958984375,-0.0869140625,11.375,9.5,8.375,9.875,-4.56891495601173,-4.087976539589443,-4.047898338220919,-4.027859237536657,9.5,10.125,10.375,9.5,3.486803519061583,4.108015640273704,4.06793743890518,4.108015640273704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.814544433593749
07.13.20.56.54.609,-0.193359375,-0.19091796875,9.0,7.375,6.75,7.625,-4.248289345063539,-4.388563049853372,-4.308406647116325,-4.288367546432062,7.75,7.0,7.375,6.875,3.7272727272727275,4.36852394916911,4.308406647116325,4.328445747800586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.984171142578125
07.13.20.56.54.734,-0.240478515625,-0.2392578125,7.125,5.75,5.375,5.875,-4.488758553274682,-4.388563049853372,-4.528836754643207,-4.488758553274682,5.875,5.375,5.5,5.125,3.7272727272727275,4.528836754643207,4.46871945259042,4.488758553274682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5056162109375
07.13.20.56.54.859,-0.33349609375,-0.325927734375,4.75,3.125,3.25,3.375,-4.749266862170089,-4.56891495601173,-4.528836754643207,-4.488758553274682,4.375,3.75,3.5,2.75,3.807429130009775,4.528836754643207,4.46871945259042,4.488758553274682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.568440917968749
07.13.20.56.54.984,-0.36669921875,-0.353515625,2.5,2.5,2.0,2.125,0.0,-1.2580645161290323,-1.2419354838709677,-1.1516129032258065,2.375,2.875,2.875,2.375,0.0,0.706060606060606,0.7000000000000001,0.6123167155425221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.466834228515625
07.13.20.56.55.109,-0.343017578125,-0.333740234375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.479399169921875
07.13.20.56.55.234,-0.3310546875,-0.321044921875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.491964111328125
07.13.20.56.55.359,-0.30419921875,-0.287353515625,1.5,1.5,1.125,1.375,0.0,0.0,0.0,0.0,0.5,0.875,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.49824658203125
07.13.20.56.55.484,-0.20703125,-0.20947265625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.517093994140625
07.13.20.56.55.609,-0.238525390625,-0.235107421875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52337646484375
07.13.20.56.55.734,-0.183349609375,-0.17822265625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.529658935546875
07.13.20.56.55.859,-0.197021484375,-0.195068359375,0.125,0.0,0.0,0.0,-0.9026881720430109,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.9982404692082113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.404009521484374
07.13.20.56.55.984,-0.151123046875,-0.1328125,7.25,3.125,3.75,3.625,-4.661388074291301,-5.5892473118279575,-5.5671554252199416,-5.545063538611926,11.5,9.625,9.75,8.875,-4.860215053763441,-5.5892473118279575,-5.5008797653958945,-5.5671554252199416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.054365478515624
07.13.20.56.56.109,-0.229248046875,0.03955078125,8.0,6.0,5.5,6.25,-4.434506353861193,-4.3372434017595305,-4.252199413489736,-4.252199413489736,13.875,16.75,16.5,14.375,-3.7335288367546426,-4.484652981427175,-4.241642228739003,-4.3521016617790815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.456443603515625
07.13.20.56.56.234,-0.212646484375,0.181396484375,11.875,9.125,8.25,9.875,-4.617204301075269,-4.705571847507332,-4.705571847507332,-4.639296187683285,5.5,4.375,3.75,3.625,-4.131182795698925,-4.727663734115347,-4.617204301075269,-4.705571847507332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11610302734375
07.13.20.56.56.359,-0.205810546875,0.369140625,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.435421875
07.13.20.56.56.484,-0.175537109375,0.0263671875,0.125,0.0,0.0,0.0,0.8991202346041056,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-1.7419354838709677,-1.4966764418377323,-1.4728250244379277,-1.5821114369501468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.888846923828124
07.13.20.56.56.609,-0.06494140625,0.060791015625,15.25,13.875,12.125,14.375,5.0498533724340176,5.029814271749756,5.009775171065494,4.96969696969697,5.75,6.75,6.125,5.25,-4.148093841642229,-5.029814271749756,-4.949657869012707,-4.989736070381232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.506703369140626
07.13.20.56.56.734,0.162353515625,0.186279296875,4.5,3.0,3.125,2.75,4.168132942326491,4.288367546432062,4.188172043010752,4.168132942326491,10.25,11.875,11.5,10.25,-3.586999022482893,-4.2082111436950145,-4.168132942326491,-4.228250244379277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.12866796875
07.13.20.56.56.859,0.375,0.162109375,10.0,8.375,7.25,8.25,4.488758553274682,4.308406647116325,4.2082111436950145,4.188172043010752,6.25,5.75,5.375,4.75,-3.8475073313782993,-4.348484848484849,-4.268328445747801,-4.268328445747801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85960888671875
07.13.20.56.56.984,0.244873046875,0.294189453125,5.75,4.0,4.0,4.0,4.2082111436950145,4.408602150537634,4.328445747800586,4.328445747800586,5.125,5.625,5.25,4.5,-3.8475073313782993,-4.36852394916911,-4.288367546432062,-4.36852394916911,0.0,0.0,0.0,0.0,23.375,22.25,0.0,0.0,11.109820556640624
07.13.20.56.57.109,0.298095703125,0.32568359375,6.25,4.5,4.125,4.5,4.488758553274682,4.408602150537634,4.328445747800586,4.328445747800586,4.875,5.125,4.75,4.125,-3.767350928641251,-4.36852394916911,-4.288367546432062,-4.36852394916911,0.0,0.0,0.0,0.0,7.125,6.125,0.0,0.0,11.329707031249999
