2018.07.13.20.13,L-RPM,R-RPM,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
07.13.20.13.51.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.667873291015624
07.13.20.13.51.274,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.686720703125
07.13.20.13.51.399,0.0,0.0,3.5,2.0,2.5,2.125,3.4806451612903224,3.508602150537634,3.4806451612903224,3.4526881720430103,2.625,2.875,2.5,2.0,-2.991397849462365,-3.4666666666666663,-3.4247311827956985,-3.4666666666666663,1.0,0.5,-2.141935483870968,-1.9393939393939394,0.0,0.0,0.0,0.0,11.46792138671875
07.13.20.13.51.524,0.048828125,0.053955078125,4.75,5.625,4.875,5.875,2.0932551319648094,2.6130498533724342,2.314516129032258,2.204936461388074,2.5,5.25,5.0,4.125,-1.2580645161290323,-1.8790322580645162,-1.8275659824046921,-1.7612903225806453,8.25,7.375,-3.1339198435972624,-3.3337243401759538,0.0,0.0,0.0,0.0,12.24694775390625
07.13.20.13.51.649,0.09521484375,0.0927734375,5.125,5.5,4.625,5.625,-3.256989247311828,-3.243010752688172,-3.229032258064516,-3.201075268817204,4.375,5.125,5.0,4.625,2.725806451612903,3.256989247311828,3.1870967741935483,3.229032258064516,0.625,1.375,-0.447702834799609,-0.4762463343108505,0.0,0.0,0.0,0.0,11.317142089843749
07.13.20.13.51.774,-0.030029296875,-0.025390625,4.625,6.375,5.25,6.125,3.335874877810362,-1.5532746823069405,-1.3333333333333335,-1.2529814271749755,3.125,5.375,5.875,5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.372597167968749
07.13.20.13.51.899,-0.069580078125,-0.06640625,3.25,1.625,1.875,1.875,2.812121212121212,2.6287390029325515,2.7151515151515153,2.789442815249267,1.875,1.5,1.375,1.375,-2.6880742913000977,-3.030351906158358,-2.993646138807429,-3.1151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4553564453125
07.13.20.13.52.024,0.016357421875,0.009765625,6.375,11.5,9.875,12.0,4.774291300097752,3.8129521016617796,3.6759530791788855,3.580058651026393,4.75,8.25,8.0,7.0,0.0,-3.814760508308895,-3.7121212121212124,-3.5969208211143697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.959041259765625
07.13.20.13.52.149,0.133056640625,0.131103515625,9.25,14.125,12.375,14.375,6.340518084066472,6.167693059628544,6.08396871945259,6.08396871945259,5.375,8.25,7.625,5.625,-4.898533724340177,-5.220772238514174,-4.729569892473118,-4.78514173998045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.431313720703125
07.13.20.13.52.274,0.252197265625,0.227294921875,10.125,14.125,12.5,15.0,7.019550342130987,6.882306940371456,6.639784946236559,6.576246334310851,5.75,7.875,6.375,5.25,-2.586021505376344,-3.3157380254154454,-3.268817204301075,-3.300097751710655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.984171142578125
07.13.20.13.52.399,0.353271484375,0.278076171875,12.125,18.25,15.25,17.75,7.6998044965786905,7.3914956011730215,7.252688172043011,7.183284457478007,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.511898681640625
07.13.20.13.52.524,0.4189453125,0.176513671875,9.625,10.875,9.25,10.375,5.549560117302053,5.482355816226784,5.419696969696971,5.281818181818183,9.875,4.0,4.75,4.0,1.9501466275659824,2.6068426197458456,2.5483870967741935,2.320381231671554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46792138671875
07.13.20.13.52.649,0.41650390625,0.03515625,8.375,1.375,1.5,1.375,-8.402346041055718,2.2703812316715544,2.150146627565982,1.967155425219941,5.125,4.875,5.125,4.875,2.015151515151515,2.5030303030303034,2.45,2.460606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94538916015625
07.13.20.13.52.774,0.293212890625,-0.02880859375,4.75,0.0,0.0,0.0,0.9423264907135875,0.9266862170087977,0.9149560117302052,0.9149560117302052,1.25,2.125,2.25,2.25,1.4756598240469208,1.7186705767350932,1.6822580645161291,1.6782013685239494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152710693359374
07.13.20.13.52.899,0.157958984375,-0.01708984375,2.875,0.0,0.25,0.0,-3.029130009775171,-1.7003910068426196,-1.5914956011730206,-1.4903225806451612,0.25,0.625,0.75,0.875,1.1139296187683285,1.3356793743890518,1.3192570869990226,1.324731182795699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.190405517578125
