2018.07.13.15.55,L-RPM,R-RPM,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
07.13.15.55.03.238,0.004638671875,0.00244140625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.542223876953125
07.13.15.55.03.363,0.0,0.0048828125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54850634765625
07.13.15.55.03.488,-0.004638671875,-0.00439453125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.15.55.03.613,-0.001220703125,-0.00244140625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.567353759765625
07.13.15.55.03.738,0.0,4.8828125E-4,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5610712890625
07.13.15.55.03.863,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57363623046875
07.13.15.55.03.988,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57363623046875
07.13.15.55.04.113,0.0,0.0,0.375,0.0,0.25,0.0,0.8350439882697946,0.8317693059628544,0.828494623655914,0.8252199413489736,0.0,0.0,0.0,0.125,-0.7106060606060607,-0.8317693059628544,-0.8186705767350928,-0.828494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.52337646484375
07.13.15.55.04.238,0.0029296875,0.004638671875,3.125,2.375,2.75,2.625,2.7698924731182797,2.7698924731182797,2.7589442815249265,2.747996089931574,2.625,3.125,3.125,3.0,-2.322727272727273,-2.708064516129032,-2.6652492668621703,-2.6973607038123166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.001931396484375
07.13.15.55.04.363,0.07421875,0.07470703125,3.75,2.875,3.125,3.0,2.601026392961877,2.5903225806451613,2.56891495601173,2.5582111436950146,2.75,3.125,3.125,2.875,-2.0979472140762465,-2.56891495601173,-2.536803519061584,-2.56891495601173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.102450927734374
07.13.15.55.04.488,0.11865234375,0.118896484375,3.5,2.375,2.625,2.625,2.86217008797654,2.86217008797654,2.8269794721407626,2.8269794721407626,2.375,2.5,2.5,2.375,-2.4516129032258065,-2.86217008797654,-2.8152492668621703,-2.8504398826979473,1.25,0.75,-1.7978494623655914,-1.5139784946236559,0.0,0.0,0.0,0.0,12.039626220703125
07.13.15.55.04.613,0.163818359375,0.178466796875,2.75,1.875,2.25,1.875,2.86217008797654,2.86217008797654,2.86217008797654,2.838709677419355,1.625,1.875,1.75,1.875,-2.346041055718475,-2.86217008797654,-2.8152492668621703,-2.8504398826979473,1.25,1.625,-0.2850439882697947,-0.6413489736070381,0.0,0.0,0.0,0.0,12.228100341796875
07.13.15.55.04.738,0.20263671875,0.19287109375,2.5,1.5,1.875,1.5,2.885630498533725,2.873900293255132,2.86217008797654,2.838709677419355,1.375,1.5,1.5,1.375,-2.486803519061584,-2.86217008797654,-2.8152492668621703,-2.8504398826979473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24694775390625
07.13.15.55.04.863,0.208740234375,0.21044921875,2.625,1.375,1.5,1.375,3.283675464320625,3.283675464320625,3.2570869990224827,3.243792766373412,1.5,1.375,1.375,1.25,-2.8183773216031285,-3.283675464320625,-3.243792766373412,-3.2703812316715544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.240665283203125
07.13.15.55.04.988,0.235595703125,0.233154296875,2.375,1.5,1.5,1.375,3.103030303030303,3.090518084066471,3.0654936461388074,3.052981427174976,0.875,1.25,1.125,0.875,-2.3695014662756604,-2.897360703812317,-2.838709677419355,-2.873900293255132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.366314697265624
07.13.15.55.05.113,0.234375,0.24462890625,1.125,0.375,0.375,0.25,2.6545454545454548,2.6866568914956015,2.6652492668621703,2.6545454545454548,0.0,0.0,0.125,0.25,-2.290615835777126,-2.6866568914956015,-2.643841642228739,-2.6652492668621703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.435421875
07.13.15.55.05.238,0.239013671875,0.23095703125,1.0,0.375,0.375,0.25,2.747996089931574,2.747996089931574,2.7260997067448685,2.7151515151515153,0.0,0.0,0.125,0.25,-2.255327468230694,-2.747996089931574,-2.704203323558162,-2.7260997067448685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4605517578125
07.13.15.55.05.363,0.2373046875,0.2353515625,1.625,0.5,0.625,0.5,2.8829423264907135,2.8829423264907135,2.8599706744868034,2.8484848484848486,0.0,0.125,0.25,0.25,-2.466764418377322,-3.005620723362659,-2.95772238514174,-2.993646138807429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.353749755859374
07.13.15.55.05.488,0.23291015625,0.23388671875,2.125,1.125,1.0,0.875,2.9696969696969697,2.9816715542521997,2.95772238514174,2.9457478005865108,0.625,0.5,0.625,0.625,-2.55058651026393,-2.9816715542521997,-2.933773216031281,-2.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.342271972656249
07.13.15.55.05.613,0.242431640625,0.238525390625,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.875,0.0,0.0,12.096168457031249
07.13.15.55.05.738,0.212646484375,0.1904296875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,6.125,0.0,0.0,12.278360107421875
07.13.15.55.05.863,0.082763671875,-0.046630859375,0.125,0.0,0.0,0.0,-1.1636363636363636,-1.1589442815249267,-1.1542521994134898,-1.1495601173020529,0.0,0.0,0.0,0.125,1.0134897360703814,1.1589442815249267,1.144868035190616,1.1542521994134898,0.0,0.0,0.0,0.0,6.625,5.125,0.0,0.0,12.491964111328125
07.13.15.55.05.988,-0.025146484375,-0.087890625,5.5,3.5,3.875,4.125,-3.6045943304007824,-3.6334310850439886,-3.6190127077223857,-3.6045943304007824,3.875,3.75,4.125,4.0,3.114369501466276,3.6334310850439886,3.575757575757576,3.6190127077223857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.851152099609374
07.13.15.55.06.113,-0.1357421875,-0.168212890625,4.625,3.25,3.375,3.5,-3.519061583577713,-3.519061583577713,-3.489736070381232,-3.4750733137829917,3.125,2.75,3.0,3.0,2.8592375366568916,3.519061583577713,3.460410557184751,3.489736070381232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.94538916015625
07.13.15.55.06.238,-0.213623046875,-0.22314453125,5.0,3.375,3.5,3.75,-3.519061583577713,-3.519061583577713,-3.489736070381232,-3.489736070381232,3.875,3.25,3.5,3.375,2.9912023460410557,3.519061583577713,3.460410557184751,3.489736070381232,0.5,0.25,1.5354838709677419,1.2668621700879765,0.0,0.0,0.0,0.0,11.951671630859375
07.13.15.55.06.363,-0.220703125,-0.229248046875,2.75,1.375,1.375,1.375,-3.200684261974584,-3.2140762463343107,-3.187292277614858,-3.187292277614858,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,6.625,4.625,4.327272727272727,4.092473118279569,0.0,0.0,0.0,0.0,12.052191162109375
