Time,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
00001.25,0.0,0.0,0.0,0.0,-1.6780547409579667,-1.7212121212121212,-1.8756598240469209,-1.890909090909091,0.125,0.0,0.25,0.0,1.6901270772238512,1.898533724340176,1.683284457478006,1.8011730205278595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42285693359375
000001.3,0.0,0.0,0.0,0.0,-1.4848973607038123,-1.478787878787879,-1.2744868035190617,-1.490909090909091,0.125,0.0,0.25,0.0,1.3143695014662757,1.3995601173020529,1.393939393939394,1.3143695014662757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4102919921875
00001.35,0.0,0.0,0.0,0.0,-1.1347996089931573,-1.1439882697947215,-1.1347996089931573,-1.1439882697947215,0.125,0.0,0.25,0.0,0.949266862170088,0.949266862170088,0.6181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.435421875
000001.4,0.0,0.0,0.0,0.0,-0.9818181818181818,-0.9857771260997068,-0.9778592375366568,-0.9857771260997068,0.125,0.0,0.125,0.0,0.0,0.7942326490713587,0.0,0.5987292277614858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42285693359375
00001.45,0.0,0.0,0.0,0.0,-0.5818181818181818,-0.7058651026392962,-0.7001955034213099,-0.7058651026392962,0.125,0.0,0.25,0.0,0.5841642228739004,0.5865102639296188,0.5818181818181818,0.5865102639296188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44798681640625
000001.5,0.0,0.0,0.0,0.0,-0.4727272727272728,-0.474633431085044,-0.47082111436950147,-0.474633431085044,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.44798681640625
00001.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4605517578125
000001.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4605517578125
00001.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.466834228515625
000001.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.466834228515625
00001.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47311669921875
000001.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.485681640625
00001.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47311669921875
000001.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.217008797653959,-0.7331378299120235,0.0,0.0,0.0,0.0,12.416574462890624
00001.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,2.125,1.0,-3.651026392961877,-3.176930596285435,0.0,0.0,0.0,0.0,12.140145751953124
000002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,7.75,5.0,-5.029325513196481,-4.568914956011731,0.0,0.0,0.0,0.0,11.700372802734375
00002.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,24.25,17.625,-7.903225806451613,-7.454545454545455,0.0,0.0,0.0,0.0,11.178927734375
000002.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,34.375,29.75,-9.795210166177908,-9.835190615835778,0.0,0.0,0.0,0.0,11.0030185546875
00002.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,38.875,34.5,-8.555816226783968,-8.275953079178887,0.0,0.0,0.0,0.0,11.11610302734375
000002.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,30.375,27.0,-7.049657869012707,-6.819061583577713,0.0,0.0,0.0,0.0,11.7066552734375
00002.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,17.5,17.0,-5.627174975562072,-5.706158357771261,0.0,0.0,0.0,0.0,12.014496337890625
000002.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,8.25,7.125,-4.18377321603128,-4.839100684261974,0.0,0.0,0.0,0.0,12.152710693359374
00002.35,0.0,0.0,0.0,0.0,0.5086021505376344,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.4896871945259042,0.0,0.0,0.0,3.625,4.125,-3.950537634408602,-4.187683284457479,0.0,0.0,0.0,0.0,12.2092529296875
000002.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6125122189638319,0.0,0.0,0.0,0.125,0.0,0.0,-0.5268817204301076,0.0,0.0,0.75,1.0,-2.921505376344086,-2.8732160312805477,0.0,0.0,0.0,0.0,12.228100341796875
00002.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.375,-2.2,-2.2272727272727275,2.125,0.0,0.0,0.0,12.253230224609375
000002.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.625,-1.8723362658846532,-1.8800097751710656,2.375,2.25,0.0,0.0,12.2343828125
00002.55,0.0,0.0,0.0,0.0,0.0,0.0,0.5366568914956013,0.5388563049853373,0.0,0.0,0.125,0.0,-0.6131964809384164,-0.6156891495601172,-0.6082111436950147,-0.6156891495601172,0.875,1.0,-1.6695992179863148,-1.6764418377321602,2.625,2.75,0.0,0.0,12.19668798828125
000002.6,0.0,0.0,0.0,0.0,0.6825513196480938,0.6107038123167156,0.6082111436950147,0.6107038123167156,0.0,0.0,0.125,0.0,-0.6853372434017596,-0.6156891495601172,-0.6797653958944282,-0.6881231671554252,1.125,1.125,-1.5503421309872925,-1.6165689149560116,2.625,2.75,0.0,0.0,12.17155810546875
00002.65,0.0,0.0,0.0,0.0,0.8551319648093841,0.7751710654936462,0.7688172043010753,0.7751710654936462,0.0,0.0,0.125,0.0,0.0,-0.6825513196480938,0.0,-0.4909579667644184,1.375,1.375,-1.5384164222873902,-1.5384164222873902,3.0,3.125,0.0,0.0,12.13386328125
000002.7,0.0,0.0,0.0,0.0,0.9501466275659824,0.8586510263929619,0.8516129032258063,0.8586510263929619,0.125,0.0,0.125,0.0,-0.9618768328445748,-0.9579667644183774,-0.9540566959921799,-0.9579667644183774,1.5,1.5,-1.478494623655914,-1.4668621700879767,3.0,3.125,0.0,0.0,12.115015869140624
00002.75,0.0,0.0,0.0,0.0,1.0451612903225806,0.763245356793744,1.0408602150537636,1.049462365591398,0.125,0.0,0.125,0.0,0.0,-0.8621700879765395,-0.567741935483871,-0.7663734115347018,1.625,1.5,-1.4430107526881721,-1.478787878787879,3.75,3.875,0.0,0.0,12.089885986328124
000002.8,0.125,0.0,0.125,0.125,1.366373411534702,0.8516129032258063,1.2485826001955036,1.2537634408602152,0.25,0.0,0.125,0.0,-0.48895405669599223,-1.0733137829912025,-0.7806451612903226,-0.9739002932551319,1.625,1.625,-1.4311827956989247,-1.4548387096774194,3.75,3.875,0.0,0.0,12.039626220703125
00002.85,0.125,0.0,0.125,0.125,0.8009775171065494,1.182795698924731,0.8009775171065494,0.8043010752688171,0.25,0.0,0.125,0.0,-1.5026392961876833,-1.478787878787879,-1.4903225806451612,-1.4964809384164224,1.75,1.625,-1.4548387096774194,-1.4548387096774194,4.25,4.5,0.0,0.0,12.03334375
000002.9,0.25,0.0,0.375,0.375,1.7315249266862172,1.6086021505376342,1.6019550342130988,1.6086021505376342,0.5,0.125,0.125,0.25,-0.6478494623655915,-1.43108504398827,-1.126099706744868,-1.3302052785923755,1.875,1.75,-1.4548387096774194,-1.4548387096774194,4.625,4.75,0.0,0.0,12.027061279296875
00002.95,0.5,0.0,0.5,0.375,1.7315249266862172,1.7315249266862172,1.7099706744868037,1.7315249266862172,0.5,0.125,0.125,0.0,-0.7774193548387097,-1.5622678396871947,-1.161290322580645,-1.3545943304007821,1.875,1.625,-1.4311827956989247,-1.448826979472141,5.0,5.0,0.0,0.0,12.03334375
000003.0,0.25,0.0,0.375,0.375,2.12316715542522,1.5666177908113392,1.9658846529814271,1.955327468230694,0.75,0.25,0.125,0.25,-2.132013685239492,-1.9989247311827956,-2.12316715542522,-2.132013685239492,2.0,1.625,-1.4131964809384165,-1.437047898338221,5.25,5.25,0.0,0.0,11.926541748046875
00003.05,0.5,0.25,0.625,0.375,2.12316715542522,2.132013685239492,2.1054740957966764,2.132013685239492,0.875,0.5,0.25,0.5,-2.266177908113392,-2.235483870967742,-2.2566959921798633,-2.2851417399804497,1.875,1.625,-1.4131964809384165,-1.437047898338221,5.25,5.25,0.0,0.0,11.92025927734375
000003.1,0.75,0.25,0.75,0.625,2.4281524926686213,2.2851417399804497,2.2566959921798633,2.2756598240469206,0.75,0.375,0.25,0.25,-2.359628543499511,-2.2946236559139783,-2.3497556207233625,-2.3793743890518084,1.875,1.625,-1.4131964809384165,-1.4251221896383186,5.75,6.0,0.0,0.0,11.89512939453125
00003.15,0.875,0.25,0.75,0.5,2.5591397849462365,2.5698924731182795,2.548387096774194,2.5806451612903225,0.875,0.375,0.25,0.25,-2.7217497556207233,-2.7331378299120233,-2.7103616813294233,-2.7331378299120233,1.875,1.5,-1.4131964809384165,-1.4251221896383186,5.875,6.25,0.0,0.0,11.838587158203124
000003.2,0.75,0.25,0.75,0.625,3.047702834799609,2.616617790811339,2.872727272727273,2.909090909090909,1.125,0.5,0.25,0.75,-1.9426197458455523,-2.721407624633431,-2.3167155425219943,-2.533724340175953,1.875,1.625,-1.395307917888563,-1.4251221896383186,6.625,6.875,0.0,0.0,11.851152099609374
00003.25,1.0,0.25,1.0,0.75,3.047702834799609,3.0605083088954053,3.0348973607038126,3.0348973607038126,1.0,0.375,0.25,0.5,-3.2221896383186706,-3.2492668621700878,-3.208651026392962,-3.2492668621700878,1.875,1.5,-1.3838709677419354,-1.4072336265884655,6.625,6.875,0.0,0.0,11.7569150390625
000003.3,1.5,0.375,1.25,1.0,2.8025415444770285,3.197067448680352,2.790615835777126,2.826392961876833,1.75,0.875,0.5,1.25,-3.5827956989247314,-3.4750733137829917,-3.4750733137829917,-3.5677419354838715,1.875,1.5,-1.3838709677419354,-1.3956989247311828,7.0,7.375,0.0,0.0,11.738067626953125
00003.35,1.5,0.375,1.125,1.0,3.721407624633431,3.753079178885631,3.705571847507331,3.753079178885631,1.75,0.875,0.5,1.25,-3.721407624633431,-3.6604105571847514,-3.705571847507331,-3.753079178885631,1.75,1.5,-1.3897849462365592,-1.3956989247311828,7.5,7.625,0.0,0.0,11.7066552734375
000003.4,2.25,0.375,1.75,1.625,4.100439882697947,4.123753665689151,3.888563049853372,4.082991202346041,1.75,0.875,0.5,1.0,-4.100439882697947,-4.03108504398827,-3.9800586510263924,-4.13533724340176,1.75,1.5,-1.3897849462365592,-1.3838709677419354,7.25,8.25,0.0,0.0,11.637548095703124
00003.45,2.25,0.375,1.75,1.625,4.240860215053764,4.265982404692082,4.030645161290323,4.082991202346041,2.125,1.0,0.5,1.625,-4.295698924731183,-4.174486803519062,-4.174486803519062,-4.27741935483871,1.75,1.5,-1.3897849462365592,-1.3838709677419354,7.25,8.25,0.0,0.0,11.612418212890624
000003.5,2.375,0.625,1.75,1.625,4.240860215053764,4.300293255131964,4.425806451612903,4.27741935483871,2.25,1.0,0.5,1.875,-4.240860215053764,-4.300293255131964,-4.245161290322581,-4.27741935483871,1.75,1.5,-1.3720430107526884,-1.3838709677419354,8.375,8.5,0.0,0.0,11.7569150390625
00003.55,2.125,0.375,1.5,1.25,4.048093841642229,4.094428152492669,4.22258064516129,4.27741935483871,1.625,0.875,0.5,1.25,-4.048093841642229,-4.094428152492669,-4.041935483870969,-4.082991202346041,1.875,1.5,-1.3720430107526884,-1.3838709677419354,8.0,9.0,0.0,0.0,11.857434570312499
000003.6,0.875,0.375,0.625,0.625,3.5561583577712614,3.7689149560117303,3.35386119257087,3.3824046920821123,0.625,0.375,0.25,0.25,-3.6739002932551323,-3.80058651026393,-3.6580645161290324,-3.7689149560117303,1.875,1.5,-1.3607038123167159,-1.3900293255131968,5.625,7.125,0.0,0.0,11.989366455078125
00003.65,0.5,0.25,0.5,0.375,3.5677419354838715,3.5827956989247314,3.5376344086021505,3.5677419354838715,0.25,0.125,0.125,0.0,-3.4924731182795705,-3.706744868035191,-3.4774193548387102,-3.5827956989247314,1.875,1.5,-1.3607038123167159,-1.3900293255131968,5.625,5.25,0.0,0.0,12.027061279296875
000003.7,0.5,0.25,0.375,0.375,3.3824046920821123,3.385043988269795,3.35386119257087,3.3824046920821123,0.25,0.125,0.125,0.0,-3.2492668621700878,-3.2492668621700878,-3.235728250244379,-3.2221896383186706,1.875,1.5,-1.3958944281524925,-1.3784457478005867,5.625,5.25,0.0,0.0,12.03334375
00003.75,0.25,0.25,0.375,0.375,3.0348973607038126,3.0861192570869993,3.235728250244379,3.0861192570869993,0.125,0.0,0.125,0.0,-3.0733137829912023,-3.155425219941349,-3.0605083088954053,-3.0989247311827954,1.875,1.5,-1.3958944281524925,-1.4017106549364613,5.5,4.5,0.0,0.0,12.077321044921874
000003.8,0.25,0.25,0.125,0.125,2.909090909090909,2.9212121212121214,2.896969696969697,2.9212121212121214,0.125,0.0,0.125,0.0,-2.1466275659824046,-2.755425219941349,-2.336265884652981,-2.554838709677419,1.875,1.5,-1.3958944281524925,-1.4017106549364613,4.375,4.125,0.0,0.0,12.140145751953124
00003.85,0.25,0.25,0.125,0.125,2.5806451612903225,2.591397849462366,2.5698924731182795,2.591397849462366,0.125,0.0,0.125,0.0,-2.6129032258064515,-2.6129032258064515,-2.591397849462366,-2.6021505376344085,1.875,1.5,-1.3841642228739002,-1.4017106549364613,3.75,3.75,0.0,0.0,12.108733398437499
000003.9,0.25,0.25,0.375,0.125,2.2756598240469206,2.4483870967741934,2.438269794721408,2.4483870967741934,0.125,0.0,0.125,0.0,-1.5914956011730206,-2.363489736070381,-1.9671065493646138,-2.1824046920821116,1.75,1.5,-1.3841642228739002,-1.3956989247311826,3.375,3.125,0.0,0.0,12.17155810546875
00003.95,0.25,0.25,0.125,0.125,1.7268817204301077,2.1053763440860216,1.7197458455522974,1.7268817204301077,0.125,0.0,0.125,0.0,-2.1497067448680354,-2.2181818181818183,-2.132013685239492,-2.158553274682307,1.75,1.375,-1.3841642228739002,-1.3956989247311826,3.375,3.125,0.0,0.0,12.14642822265625
000004.0,0.125,0.25,0.125,0.125,1.8688172043010753,1.9989247311827956,1.9906647116324536,1.9989247311827956,0.125,0.0,0.125,0.0,-1.8842619745845555,-2.01544477028348,-1.8688172043010753,-1.8842619745845555,1.75,1.5,-1.3956989247311826,-1.3956989247311826,2.875,2.875,0.0,0.0,12.17155810546875
00004.05,0.125,0.25,0.125,0.375,1.738709677419355,1.738709677419355,1.7315249266862172,1.7530791788856308,0.125,0.0,0.125,0.0,-1.7530791788856308,-1.7888563049853374,-1.738709677419355,-1.7530791788856308,1.75,1.5,-1.3956989247311826,-1.401466275659824,2.625,2.5,0.0,0.0,12.184123046875
000004.1,0.125,0.25,0.125,0.125,1.4964809384164224,1.5026392961876833,1.4903225806451612,1.5026392961876833,0.125,0.0,0.125,0.0,-1.5026392961876833,-1.5327468230694037,-1.4903225806451612,-1.5087976539589443,1.75,1.5,-1.3956989247311826,-1.401466275659824,2.375,2.25,0.0,0.0,12.2092529296875
00004.15,0.125,0.25,0.125,0.125,0.9263929618768328,1.3118279569892475,0.9225806451612903,0.9302052785923755,0.0,0.0,0.125,0.0,-1.389051808406647,-1.4130009775171064,-1.383382209188661,-1.389051808406647,1.75,1.5,-1.3956989247311826,-1.401466275659824,2.125,2.125,0.0,0.0,12.215535400390625
000004.2,0.0,0.25,0.125,0.125,1.2589442815249268,1.2641251221896386,1.2537634408602152,1.26930596285435,0.0,0.0,0.125,0.0,-0.5867546432062561,-1.1735092864125123,-0.7870967741935484,-0.9819159335288368,1.75,1.5,-1.4072336265884653,-1.4072336265884653,2.125,2.125,0.0,0.0,12.240665283203125
00004.25,0.125,0.25,0.125,0.125,1.049462365591398,1.0537634408602152,1.1520527859237537,1.0537634408602152,0.0,0.0,0.125,0.0,-1.0537634408602152,-1.0700879765395896,-1.0613880742913002,-1.0580645161290323,1.75,1.5,-1.4072336265884653,-1.4072336265884653,2.125,0.0,0.0,0.0,12.240665283203125
000004.3,0.0,0.25,0.125,0.125,0.9540566959921799,0.8501955034213098,0.9501466275659824,0.9579667644183774,0.125,0.0,0.125,0.0,-0.8656891495601172,-0.8656891495601172,-0.8586510263929619,-0.8656891495601172,1.75,1.5,-1.4072336265884653,-1.4072336265884653,0.0,0.0,0.0,0.0,12.24694775390625
00004.35,0.0,0.25,0.0,0.0,0.0,0.4789833822091887,0.6651026392961877,0.0,0.0,0.0,0.125,0.0,0.0,-0.6853372434017596,0.0,-0.4929618768328446,1.75,1.5,-1.4072336265884653,-1.4130009775171064,0.0,0.0,0.0,0.0,12.253230224609375
000004.4,0.0,0.0,0.0,0.0,0.6797653958944282,0.6853372434017596,0.6797653958944282,0.6853372434017596,0.0,0.0,0.125,0.0,0.0,-0.49496578690127074,0.0,0.0,1.75,1.5,-1.4072336265884653,-1.4130009775171064,0.0,0.0,0.0,0.0,12.278360107421875
00004.45,0.0,0.0,0.0,0.0,0.467008797653959,0.5410557184750734,0.5366568914956013,0.5410557184750734,0.0,0.0,0.125,0.0,-0.4689149560117302,-0.5432551319648093,-0.4651026392961877,-0.47082111436950147,1.75,1.5,-1.4072336265884653,-1.4130009775171064,0.0,0.0,0.0,0.0,12.290925048828125
000004.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.5,-1.395307917888563,-1.4010263929618767,0.0,0.0,0.0,0.0,12.303489990234375
00004.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.5,-1.4010263929618767,-1.4067448680351906,0.0,0.0,0.0,0.0,12.303489990234375
000004.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.5,-1.4010263929618767,-1.4067448680351906,0.0,0.0,0.0,0.0,12.32233740234375
00004.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.625,1.5,-1.4010263929618767,-1.4067448680351906,0.0,0.0,0.0,0.0,12.3097724609375
000004.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.625,1.5,-1.4067448680351906,-1.4124633431085043,0.0,0.0,0.0,0.0,12.316054931640625
00004.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.5,-1.4067448680351906,-1.4124633431085043,0.0,0.0,0.0,0.0,12.316054931640625
000004.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.625,1.5,-1.3947214076246335,-1.4003910068426197,0.0,0.0,0.0,0.0,12.328619873046875
00004.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.625,1.5,-1.389051808406647,-1.4003910068426197,0.0,0.0,0.0,0.0,12.353749755859374
000004.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.625,1.5,-1.389051808406647,-1.4003910068426197,0.0,0.0,0.0,0.0,12.341184814453124
00004.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.5,-1.389051808406647,-1.4003910068426197,0.0,0.0,0.0,0.0,12.341184814453124
