Time,L1-AMP,L2-AMP,L3-AMP,L4-AMP,L1-V,L2-V,L3-V,L4-V,R1-AMP,R2-AMP,R3-AMP,R4-AMP,R1-V,R2-V,R3-V,R4-V,Elev_1-AMP,Elev_2-AMP,Elev_1-V,Elev_2-V,Intake_L-AMP,Intake_R-AMP,Climber_1-AMP,Climber_2-AMP,BATTERY
00025.05,0.5,0.0,0.125,0.375,-7.0677419354838715,-7.592130987292277,-7.404496578690128,-7.5275171065493645,1.0,0.125,2.25,9.5,7.462903225806452,7.656744868035191,7.333675464320626,7.495210166177909,0.125,0.0,0.49677419354838714,0.4989247311827958,4.25,3.375,0.0,0.0,11.9076943359375
000025.1,0.125,0.0,0.0,0.0,-6.3,-6.79960899315738,-6.622091886608017,-6.741739980449658,1.0,0.25,1.375,6.875,6.3,6.7648093841642245,6.886412512218964,6.327272727272727,0.125,0.25,0.4854838709677419,0.4989247311827958,4.25,3.375,0.0,0.0,12.027061279296875
00025.15,0.0,0.0,0.0,0.0,-6.170087976539589,-6.0415444770283475,-5.9644183773216035,-5.9901270772238515,1.25,0.25,1.125,5.0,6.170087976539589,6.092961876832845,6.118670576735093,5.9644183773216035,0.125,0.0,0.49266862170087977,0.49472140762463346,3.375,2.75,0.0,0.0,12.108733398437499
000025.2,0.0,0.0,0.0,0.0,-5.3372434017595305,-5.476344086021505,-5.736412512218965,-5.854838709677419,1.125,0.375,1.0,3.875,4.9501466275659824,5.641202346041057,5.758064516129033,5.854838709677419,0.125,0.25,0.5043988269794721,0.5065004887585532,2.875,2.5,0.0,0.0,12.190405517578125
00025.25,0.0,0.0,0.0,0.0,-4.633431085043988,-4.766666666666667,-5.029667644183774,-4.672043010752688,1.25,0.375,0.75,1.625,4.762463343108504,5.0922776148582605,4.7227761485826,4.802150537634408,0.125,0.25,0.5043988269794721,0.5065004887585532,2.625,2.25,0.0,0.0,12.2092529296875
000025.3,0.0,0.0,0.0,0.0,-4.129032258064516,-4.482795698924731,-4.370039100684262,-4.482795698924731,0.625,0.375,0.375,0.75,4.215053763440861,4.4244379276637344,4.501319648093842,4.163440860215054,0.125,0.25,0.5107038123167156,0.5065004887585532,2.625,2.25,0.0,0.0,12.265795166015625
00025.35,0.0,0.0,0.0,0.0,-3.5061583577712616,-3.520527859237537,-3.5061583577712616,-3.5325024437927666,0.5,0.25,0.375,0.5,3.6163245356793747,3.8877810361681333,3.8718475073313785,3.9196480938416425,0.125,0.25,0.4988269794721408,0.5029325513196481,2.25,0.0,0.0,0.0,12.303489990234375
000025.4,0.0,0.0,0.0,0.0,-2.9337243401759534,-2.9457478005865103,-3.017204301075269,-2.9457478005865103,0.25,0.0,0.25,0.0,3.053519061583578,3.259530791788856,3.301759530791789,3.0659824046920825,0.125,0.25,0.4988269794721408,0.5029325513196481,2.125,0.0,0.0,0.0,12.334902343749999
00025.45,0.0,0.0,0.0,0.0,-2.778690127077224,-2.790078201368524,-2.683284457478006,-2.790078201368524,0.125,0.0,0.25,0.0,2.571407624633431,2.812854349951124,2.8014662756598243,2.8014662756598243,0.125,0.0,0.4909579667644184,0.4909579667644184,0.0,0.0,0.0,0.0,12.32233740234375
000025.5,0.0,0.0,0.0,0.0,-2.0716031280547407,-2.1673998044965788,-2.444770283479961,-2.571407624633431,0.125,0.0,0.25,0.0,2.329960899315738,2.571407624633431,2.560997067448681,2.560997067448681,0.125,0.0,0.4909579667644184,0.49496578690127074,0.0,0.0,0.0,0.0,12.32233740234375
00025.55,0.0,0.0,0.0,0.0,-1.868035190615836,-2.0281524926686214,-1.987781036168133,-2.1005865102639296,0.125,0.0,0.25,0.0,1.8832844574780059,2.012121212121212,1.8756598240469209,1.890909090909091,0.125,0.0,0.4909579667644184,0.49496578690127074,0.0,0.0,0.0,0.0,12.341184814453124
000025.6,0.0,0.0,0.0,0.0,-1.4728739002932552,-1.4848973607038123,-1.5686705767350928,-1.4848973607038123,0.125,0.0,0.25,0.0,1.4848973607038123,1.587878787878788,1.4788856304985338,1.490909090909091,0.125,0.0,0.4909579667644184,0.49496578690127074,0.0,0.0,0.0,0.0,12.353749755859374
00025.65,0.0,0.0,0.0,0.0,-1.3038123167155424,-1.3038123167155424,-1.2932551319648093,-1.309090909090909,0.125,0.0,0.25,0.0,0.0,1.2121212121212122,1.298533724340176,1.2,0.125,0.0,0.4929618768328446,0.49496578690127074,0.0,0.0,0.0,0.0,12.360032226562499
000025.7,0.0,0.0,0.0,0.0,-0.9778592375366568,-1.1347996089931573,-1.1256109481915935,-1.1393939393939394,0.125,0.0,0.25,0.0,0.0,1.0466275659824047,1.1302052785923755,0.6424242424242425,0.125,0.0,0.4929618768328446,0.49496578690127074,0.0,0.0,0.0,0.0,12.360032226562499
00025.75,0.0,0.0,0.0,0.0,-0.7001955034213099,-0.7001955034213099,-0.7304496578690127,-0.8363636363636363,0.125,0.125,0.25,0.0,0.703030303030303,0.742375366568915,0.832991202346041,0.703030303030303,0.125,0.0,0.4929618768328446,0.49496578690127074,0.0,0.0,0.0,0.0,12.372597167968749
000025.8,0.0,0.0,0.0,0.0,-0.47082111436950147,-0.5794721407624633,-0.4789833822091887,-0.5818181818181818,0.125,0.125,0.25,0.0,0.4727272727272728,0.48680351906158364,0.5794721407624633,0.4727272727272728,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.378879638671874
00025.85,0.0,0.0,0.0,0.0,0.0,-0.4727272727272728,-0.4689149560117302,-0.4727272727272728,0.125,0.0,0.25,0.0,0.4727272727272728,0.474633431085044,0.47082111436950147,0.474633431085044,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.385162109374999
000025.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.378879638671874
00025.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.385162109374999
000026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.385162109374999
00026.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.39772705078125
000026.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.49696969696969695,0.0,0.0,0.0,0.0,12.416574462890624
00026.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.49496578690127074,0.4989736070381232,0.0,0.0,0.0,0.0,12.4102919921875
000026.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.25,-1.871212121212121,-1.8863636363636367,0.0,0.0,0.0,0.0,12.290925048828125
00026.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,3.375,2.5,-4.285679374389052,-3.833577712609971,0.0,0.0,0.0,0.0,11.89512939453125
000026.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,11.25,8.375,-5.9907135874877815,-5.432551319648093,0.0,0.0,0.0,0.0,11.480486328125
00026.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,27.0,20.625,-8.31720430107527,-7.719941348973606,0.0,0.0,0.0,0.0,10.977888671875
000026.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,32.0,29.0,-9.468817204301075,-9.355425219941347,0.0,0.0,0.0,0.0,10.833391845703124
00026.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,36.5,33.375,-7.708602150537634,-7.814516129032257,0.0,0.0,0.0,0.0,11.348554443359374
000026.5,0.0,0.0,0.0,0.0,0.5114369501466276,0.0,0.0,0.5208211143695015,0.0,0.0,0.125,0.0,-0.513782991202346,0.0,0.0,-0.4528836754643206,23.875,20.5,-6.202443792766373,-6.05752688172043,0.0,0.0,0.0,0.0,11.819739746093749
00026.55,0.0,0.0,0.0,0.0,0.6179863147605084,0.52316715542522,0.6103616813294233,0.5208211143695015,0.0,0.0,0.125,0.0,-0.6208211143695014,0.0,0.0,0.0,12.0,11.625,-5.365689149560117,-5.240322580645161,0.0,0.0,0.0,0.0,11.99564892578125
000026.6,0.0,0.0,0.0,0.0,0.7155425219941349,0.7520527859237537,0.6648582600195504,0.7486803519061584,0.125,0.0,0.125,0.0,-0.8127565982404692,-0.7756598240469208,-0.799266862170088,-0.7621700879765396,5.875,6.5,-4.215151515151515,-4.320967741935484,0.0,0.0,0.0,0.0,12.083603515624999
00026.65,0.0,0.0,0.0,0.0,0.0,0.4612903225806452,0.7420821114369502,0.0,0.125,0.0,0.125,0.0,-0.9658846529814272,-0.9421309872922777,-0.822434017595308,-0.9739002932551319,1.625,2.75,-3.4630498533724343,-3.686852394916911,2.25,2.25,0.0,0.0,12.17155810546875
000026.7,0.0,0.0,0.0,0.0,0.7272727272727273,0.5795698924731183,0.6714076246334311,0.5795698924731183,0.125,0.0,0.125,0.0,-1.1072336265884655,-1.1210166177908114,-1.0888563049853375,-1.1164222873900294,0.5,1.0,-2.838758553274683,-2.838758553274683,2.25,2.25,0.0,0.0,12.140145751953124
00026.75,0.0,0.0,0.0,0.0,0.6741935483870968,0.6741935483870968,0.6714076246334311,0.6741935483870968,0.25,0.0,0.125,0.0,-0.6797653958944282,-0.6797653958944282,-0.6741935483870968,-0.6769794721407625,0.5,0.625,-2.190909090909091,-2.2262463343108507,2.75,2.5,0.0,0.0,12.13386328125
000026.8,0.0,0.0,0.0,0.0,0.8516129032258063,0.8586510263929619,0.8516129032258063,0.8586510263929619,0.0,0.0,0.125,0.0,-0.8586510263929619,-0.8621700879765395,-0.7688172043010753,-0.8586510263929619,0.75,0.875,-1.738709677419355,-1.8246334310850443,3.0,3.125,0.0,0.0,12.13386328125
00026.85,0.0,0.0,0.0,0.0,1.0408602150537636,0.9540566959921799,1.0408602150537636,0.9540566959921799,0.0,0.0,0.125,0.0,-0.9540566959921799,-0.9579667644183774,-0.9462365591397849,-0.9540566959921799,1.125,1.125,-1.5494623655913977,-1.6099706744868036,3.5,3.5,0.0,0.0,12.089885986328124
000026.9,0.0,0.0,0.125,0.0,1.1425708699902248,1.1567937438905183,1.135483870967742,1.1567937438905183,0.125,0.0,0.125,0.0,-1.1520527859237537,-1.1495601173020529,-1.0408602150537636,-1.1567937438905183,1.25,1.25,-1.5021505376344086,-1.4907135874877813,3.5,3.5,0.0,0.0,12.102450927734374
00026.95,0.0,0.0,0.125,0.0,1.2485826001955036,1.1473118279569892,1.2419354838709677,1.1473118279569892,0.125,0.0,0.125,0.0,-1.2589442815249268,-1.2573313782991202,-1.1473118279569892,-1.2589442815249268,1.375,1.375,-1.4903225806451612,-1.4903225806451612,3.625,3.75,0.0,0.0,12.077321044921874
000027.0,0.125,0.0,0.125,0.125,1.4841642228739005,1.4903225806451612,1.4545454545454546,1.4903225806451612,0.125,0.0,0.125,0.0,-1.4964809384164224,-1.5026392961876833,-1.4903225806451612,-1.4964809384164224,1.625,1.5,-1.4606060606060607,-1.4666666666666666,4.0,4.0,0.0,0.0,12.039626220703125
00027.05,0.25,0.0,0.375,0.125,1.6019550342130988,1.6086021505376342,1.5718475073313782,1.4903225806451612,0.25,0.0,0.125,0.0,-1.61524926686217,-1.5980449657869014,-1.4780058651026393,-1.61524926686217,1.625,1.5,-1.437047898338221,-1.4548387096774194,4.0,4.375,0.0,0.0,12.039626220703125
000027.1,0.25,0.0,0.375,0.375,1.2551319648093842,1.3545943304007821,1.63049853372434,1.2603616813294234,0.25,0.125,0.125,0.0,-1.8610948191593355,-1.526490713587488,-1.4076246334310851,-1.8688172043010753,1.625,1.5,-1.437047898338221,-1.4193548387096775,4.625,4.625,0.0,0.0,11.964236572265625
00027.15,0.5,0.25,0.375,0.375,2.12316715542522,1.9906647116324536,2.067595307917889,1.9906647116324536,0.625,0.125,0.125,0.25,-2.132013685239492,-2.1408602150537637,-2.12316715542522,-2.1408602150537637,1.625,1.625,-1.4251221896383186,-1.4310850439882699,4.625,4.625,0.0,0.0,11.92025927734375
000027.2,0.75,0.0,0.625,0.625,2.4281524926686213,2.2851417399804497,2.359628543499511,2.2851417399804497,0.875,0.375,0.25,0.5,-2.438269794721408,-2.389247311827957,-2.4079178885630497,-2.4483870967741934,1.75,1.5,-1.4251221896383186,-1.4310850439882699,5.125,5.5,0.0,0.0,11.857434570312499
00027.25,0.75,0.25,0.75,0.625,2.548387096774194,2.591397849462366,2.511485826001955,2.5591397849462365,0.875,0.375,0.25,0.5,-2.5591397849462365,-2.543010752688172,-2.5591397849462365,-2.6021505376344085,1.75,1.5,-1.4368035190615835,-1.4428152492668622,5.625,6.0,0.0,0.0,11.863717041015624
000027.3,0.875,0.25,0.75,0.625,2.872727272727273,2.884848484848485,2.7798631476050835,2.884848484848485,0.875,0.375,0.25,0.5,-2.884848484848485,-2.896969696969697,-2.7103616813294233,-2.896969696969697,1.75,1.5,-1.418768328445748,-1.4428152492668622,5.875,6.0,0.0,0.0,11.832304687499999
00027.35,1.125,0.25,1.0,0.75,3.208651026392962,3.2221896383186706,3.1143695014662756,3.2221896383186706,0.875,0.375,0.25,0.5,-3.2221896383186706,-3.153958944281525,-3.0348973607038126,-3.235728250244379,1.75,1.5,-1.4303030303030304,-1.4545454545454546,5.875,6.0,0.0,0.0,11.763197509765625
000027.4,1.375,0.375,1.0,1.0,3.181573802541544,3.2221896383186706,3.1951124144672534,3.2221896383186706,1.375,0.625,0.25,0.75,-2.455718475073314,-3.14227761485826,-2.548387096774194,-2.7567937438905177,1.75,1.5,-1.4303030303030304,-1.4242424242424243,6.25,6.625,0.0,0.0,11.800892333984375
00027.45,1.5,0.375,1.125,1.125,3.721407624633431,3.5677419354838715,3.6140762463343106,3.5677419354838715,1.5,0.625,0.5,1.0,-2.722140762463343,-3.4750733137829917,-2.907478005865103,-3.0928152492668626,1.625,1.5,-1.4303030303030304,-1.4242424242424243,6.75,7.125,0.0,0.0,11.725502685546875
000027.5,1.875,0.375,1.5,1.5,4.100439882697947,3.93841642228739,3.9800586510263924,3.93841642228739,2.125,0.875,0.5,1.875,-4.13533724340176,-4.03108504398827,-4.048093841642229,-4.13533724340176,1.75,1.5,-1.4418377321603129,-1.4357282502443793,6.875,8.0,0.0,0.0,11.631265625
00027.55,2.125,0.625,1.625,1.5,4.295698924731183,4.13533724340176,4.174486803519062,4.13533724340176,2.75,1.375,0.625,2.375,-4.240860215053764,-4.22800586510264,-4.048093841642229,-4.13533724340176,1.75,1.5,-1.4418377321603129,-1.4357282502443793,7.75,8.25,0.0,0.0,11.587288330078124
000027.6,2.5,0.625,1.75,1.75,4.240860215053764,4.259139784946237,4.335483870967742,4.444965786901271,2.5,1.25,0.5,2.125,-4.240860215053764,-4.540762463343109,-4.444965786901271,-4.464125122189638,1.75,1.5,-1.4533724340175953,-1.4287390029325515,7.75,8.25,0.0,0.0,11.712937744140625
00027.65,1.75,0.375,1.25,1.5,4.048093841642229,4.065542521994136,4.030645161290323,4.048093841642229,1.625,0.875,0.5,1.25,-3.855327468230694,-3.99149560117302,-4.048093841642229,-3.8719452590420333,1.75,1.625,-1.4225806451612903,-1.4287390029325515,7.375,8.5,0.0,0.0,11.9076943359375
000027.7,0.875,0.25,0.5,0.625,3.4924731182795705,3.313929618768329,3.375806451612904,3.2997067448680357,0.625,0.375,0.25,0.5,-3.6739002932551323,-3.705571847507331,-3.753079178885631,-3.689736070381232,1.875,1.625,-1.4225806451612903,-1.4287390029325515,5.25,6.125,0.0,0.0,12.039626220703125
00027.75,0.5,0.25,0.375,0.375,3.2492668621700878,3.4394916911045947,3.317497556207233,3.4394916911045947,0.125,0.125,0.125,0.0,-2.662756598240469,-3.2480938416422283,-2.8148093841642234,-3.063440860215054,1.75,1.625,-1.4112903225806452,-1.448826979472141,3.75,4.375,0.0,0.0,12.071038574218749
000027.8,0.5,0.25,0.375,0.375,2.697947214076246,2.7091886608015643,2.967057673509286,2.7091886608015643,0.125,0.0,0.125,0.0,-2.909090909090909,-2.933333333333333,-3.0348973607038126,-2.933333333333333,1.875,1.625,-1.4723851417399805,-1.4723851417399805,3.75,4.375,0.0,0.0,12.115015869140624
00027.85,0.125,0.0,0.125,0.0,2.263929618768328,2.27336265884653,2.324584555229716,2.27336265884653,0.125,0.0,0.125,0.0,-2.6129032258064515,-2.6021505376344085,-2.7445259042033237,-2.6021505376344085,1.75,1.625,-1.4723851417399805,-1.4723851417399805,4.0,3.5,0.0,0.0,12.14642822265625
000027.9,0.125,0.0,0.0,0.0,2.4483870967741934,2.438269794721408,2.4764418377321604,2.6129032258064515,0.125,0.0,0.125,0.0,-2.4585043988269795,-2.6021505376344085,-2.591397849462366,-2.6021505376344085,1.75,1.75,-1.4606060606060607,-1.4727272727272729,3.0,2.875,0.0,0.0,12.13386328125
00027.95,0.25,0.0,0.125,0.125,1.821505376344086,2.0190615835777126,1.7197458455522974,1.8290322580645162,0.125,0.0,0.125,0.0,-2.1497067448680354,-2.158553274682307,-2.2498044965786903,-2.158553274682307,1.875,1.75,-1.4606060606060607,-1.4727272727272729,2.75,2.5,0.0,0.0,12.165275634765624
000028.0,0.125,0.0,0.125,0.125,1.8688172043010753,2.007184750733138,1.8964320625610949,2.007184750733138,0.125,0.0,0.125,0.0,-1.8765395894428154,-1.920039100684262,-1.8688172043010753,-1.8842619745845555,2.0,1.625,-1.478494623655914,-1.4846041055718475,2.25,2.125,0.0,0.0,12.17155810546875
00028.05,0.25,0.25,0.125,0.125,1.7458944281524928,1.7458944281524928,1.7668621700879767,1.7530791788856308,0.0,0.0,0.125,0.0,-1.7530791788856308,-1.7530791788856308,-1.738709677419355,-1.7530791788856308,2.0,1.625,-1.4548387096774194,-1.4846041055718475,2.25,2.125,0.0,0.0,12.190405517578125
000028.1,0.25,0.25,0.125,0.125,1.4964809384164224,1.621896383186706,1.5139784946236559,1.621896383186706,0.0,0.0,0.125,0.0,-1.5026392961876833,-1.5327468230694037,-1.4903225806451612,-1.5087976539589443,1.875,1.625,-1.4666666666666666,-1.4727272727272729,2.125,2.125,0.0,0.0,12.14642822265625
00028.15,0.25,0.25,0.125,0.125,1.3777126099706745,1.383382209188661,1.3956989247311826,1.5026392961876833,0.0,0.0,0.125,0.0,-1.383382209188661,-1.389051808406647,-1.4964809384164224,-1.389051808406647,1.75,1.625,-1.4548387096774194,-1.4727272727272729,0.0,2.5,0.0,0.0,12.202970458984375
000028.2,0.125,0.25,0.125,0.125,1.1567937438905183,1.1567937438905183,1.1591397849462366,1.1567937438905183,0.0,0.0,0.125,0.0,-1.1615347018572826,-1.1615347018572826,-1.1520527859237537,-1.1615347018572826,1.875,1.625,-1.4548387096774194,-1.4728739002932552,0.0,0.0,0.0,0.0,12.22181787109375
00028.25,0.125,0.25,0.125,0.125,1.049462365591398,1.0537634408602152,1.0451612903225806,1.0537634408602152,0.0,0.0,0.125,0.0,-1.0537634408602152,-1.0580645161290323,-1.0451612903225806,-1.0537634408602152,1.875,1.625,-1.4430107526881721,-1.4608993157380255,0.0,0.0,0.0,0.0,12.2595126953125
000028.3,0.0,0.25,0.125,0.125,0.8586510263929619,0.9579667644183774,0.8551319648093841,0.9579667644183774,0.0,0.0,0.125,0.0,-0.8621700879765395,-0.8656891495601172,-0.9540566959921799,-0.8621700879765395,1.75,1.5,-1.4548387096774194,-1.4608993157380255,0.0,0.0,0.0,0.0,12.2343828125
00028.35,0.0,0.25,0.0,0.125,0.6797653958944282,0.7783479960899315,0.6769794721407625,0.7783479960899315,0.0,0.0,0.125,0.0,-0.6853372434017596,-0.6853372434017596,-0.7751710654936462,-0.6825513196480938,1.625,1.75,-1.4608993157380255,-1.4608993157380255,0.0,0.0,0.0,0.0,12.253230224609375
000028.4,0.0,0.25,0.0,0.0,0.6082111436950147,0.6107038123167156,0.6082111436950147,0.6825513196480938,0.0,0.0,0.125,0.0,-0.6131964809384164,-0.6853372434017596,-0.6797653958944282,-0.6881231671554252,1.75,1.75,-1.4608993157380255,-1.4608993157380255,0.0,0.0,0.0,0.0,12.265795166015625
00028.45,0.0,0.25,0.0,0.0,0.4651026392961877,0.467008797653959,0.4651026392961877,0.467008797653959,0.0,0.0,0.125,0.0,-0.4689149560117302,-0.47082111436950147,-0.5366568914956013,-0.47082111436950147,1.75,1.75,-1.4608993157380255,-1.4608993157380255,0.0,0.0,0.0,0.0,12.284642578125
000028.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4728739002932552,-1.4728739002932552,0.0,0.0,0.0,0.0,12.284642578125
00028.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.75,-1.4728739002932552,-1.4788856304985338,0.0,0.0,0.0,0.0,12.29720751953125
000028.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.75,1.75,-1.4728739002932552,-1.4788856304985338,0.0,0.0,0.0,0.0,12.303489990234375
00028.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4728739002932552,-1.4788856304985338,0.0,0.0,0.0,0.0,12.303489990234375
000028.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4848484848484849,-1.478787878787879,0.0,0.0,0.0,0.0,12.303489990234375
00028.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4848484848484849,-1.478787878787879,0.0,0.0,0.0,0.0,12.303489990234375
000028.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4848484848484849,-1.478787878787879,0.0,0.0,0.0,0.0,12.3097724609375
00028.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4848484848484849,-1.496969696969697,0.0,0.0,0.0,0.0,12.29720751953125
000028.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.875,-1.4968230694037146,-1.5090420332355816,0.0,0.0,0.0,0.0,12.328619873046875
00028.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.875,-1.4968230694037146,-1.5090420332355816,0.0,0.0,0.0,0.0,12.316054931640625
000029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.875,1.75,-1.4968230694037146,-1.5090420332355816,0.0,0.0,0.0,0.0,12.316054931640625
00029.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.5,1.75,-0.634652981427175,-1.1227272727272728,0.0,0.0,0.0,0.0,12.404009521484374
000029.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.75,0.625,2.239247311827957,2.25752688172043,0.0,0.0,0.0,0.0,12.27207763671875
00029.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,4.0,4.375,4.6341642228739,4.070381231671554,0.0,0.0,0.0,0.0,11.89512939453125
000029.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,11.0,7.125,5.350928641251222,5.395894428152492,0.0,0.0,0.0,0.0,11.89512939453125
00029.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,10.75,10.625,5.350928641251222,5.395894428152492,0.0,0.0,0.0,0.0,12.02077880859375
000029.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,8.375,7.375,5.350928641251222,5.395894428152492,0.0,0.0,0.0,0.0,12.0584736328125
00029.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,7.375,6.875,5.395894428152492,5.395894428152492,0.0,0.0,0.0,0.0,12.064756103515625
000029.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.567741935483871,0.0,0.563049853372434,0.48695014662756597,6.25,6.25,5.348973607038123,5.348973607038123,0.0,0.0,0.0,0.0,12.127580810546874
00029.45,0.0,0.0,0.0,0.0,-0.683186705767351,-0.567741935483871,-0.656891495601173,-0.567741935483871,0.125,0.0,0.125,0.0,0.6860215053763441,0.6888563049853372,0.567741935483871,0.6888563049853372,4.375,4.625,4.7859237536656885,4.9853372434017595,0.0,0.0,0.0,0.0,12.184123046875
000029.5,0.0,0.0,0.0,0.0,-0.9620234604105572,-0.9699413489736071,-0.9620234604105572,-0.9699413489736071,0.125,0.0,0.125,0.0,0.9659824046920822,0.9145161290322581,0.9580645161290322,0.973900293255132,2.5,2.625,3.612903225806452,3.7055718475073314,0.0,0.0,0.0,0.0,12.228100341796875
00029.55,0.0,0.0,0.0,0.0,-1.1164222873900294,-1.1256109481915935,-1.0570381231671555,-1.1256109481915935,0.25,0.125,0.125,0.0,1.1210166177908114,1.1347996089931573,0.9580645161290322,1.1302052785923755,0.375,0.75,2.7429130009775173,2.9573313782991204,2.125,0.0,0.0,0.0,12.24694775390625
000029.6,0.0,0.0,0.125,0.0,-1.460850439882698,-1.4728739002932552,-1.460850439882698,-1.4728739002932552,0.25,0.125,0.25,0.0,1.4668621700879767,1.4003910068426197,1.4728739002932552,1.4788856304985338,0.0,0.0,1.8365591397849466,1.8290322580645162,2.375,2.0,0.0,0.0,12.2343828125
00029.65,0.0,0.0,0.125,0.0,-0.9898338220918866,-1.0896871945259043,-1.3658357771260996,-0.9938905180840665,0.5,0.25,0.25,0.25,1.6712609970674486,1.6780547409579667,1.4728739002932552,1.6712609970674486,0.0,0.0,1.43108504398827,1.5926197458455522,2.375,2.0,0.0,0.0,12.22181787109375
000029.7,0.125,0.0,0.375,0.0,-1.860410557184751,-1.868035190615836,-1.8527859237536657,-1.868035190615836,0.625,0.375,0.25,0.5,0.9979472140762463,1.7794721407624636,1.868035190615836,1.3826979472140764,0.125,0.25,1.0852394916911048,1.1735092864125123,2.625,2.375,0.0,0.0,12.177840576171874
