Time, L1-AMPERAGE, L2-AMPERAGE,L3-AMPERAGE,L4-AMPERAGE,R1-AMPERAGE,R2-AMPERAGE,R3-AMPERAGE,R4-AMPERAGE, BATTERY
000006.1,0.625,0.25,0.625,0.625,0.0,0.0,0.125,0.0,12.115015869140624,
00006.12,0.5,0.25,0.625,0.625,0.0,0.0,0.0,0.0,12.184123046875,
00006.14,0.5,0.25,0.625,0.5,0.0,0.0,0.0,0.0,12.165275634765624,
00006.16,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,12.17155810546875,
00006.18,0.25,0.25,0.375,0.375,0.0,0.0,0.0,0.0,12.2092529296875,
000006.2,0.25,0.25,0.125,0.375,0.0,0.0,0.0,0.0,12.228100341796875,
00006.22,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,12.278360107421875,
00006.24,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,12.2595126953125,
00006.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.265795166015625,
00006.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2092529296875,
000006.3,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2092529296875,
00006.32,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,12.190405517578125,
00006.34,0.125,0.25,0.125,0.125,0.125,0.0,0.125,0.0,12.2092529296875,
00006.36,0.125,0.25,0.125,0.125,0.0,0.0,0.125,0.0,12.334902343749999,
00006.38,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,12.334902343749999,
000006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32233740234375,
00006.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.303489990234375,
00006.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.278360107421875,
00006.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27207763671875,
00006.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27207763671875,
000006.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.52,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.278360107421875,
00006.54,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.56,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125,
00006.58,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125,
000006.6,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.284642578125,
00006.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.62,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.29720751953125,
00006.64,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375,
00006.66,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.68,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
000006.7,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375,
00006.72,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.74,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.76,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.290925048828125,
00006.78,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,12.303489990234375,
